SK_sale,order_id,item_id,SK_customer,SK_product,SK_staff,SK_store,SK_order_status,SK_order_date,SK_required_date,SK_shipped_date,quantity,list_price,discount,discount_amount,revenue_usd,net_revenue_EGP,net_revenue_EUR,net_revenue_GBP,net_revenue_AED,net_revenue_SAR,is_late_delivery,delivery_status,locality
599,210,2,943.0,13,6.0,2.0,4.0,127.0,128.0,129.0,2,269.99,0.2,107.99600000000001,431.98,23119.68,373.07,324.78,1586.73,1621.49,1.0,Late,Local
600,211,1,1140.0,10,6.0,2.0,4.0,127.0,129.0,128.0,1,1549.0,0.07,108.43,1440.57,77099.69,1244.12,1083.07,5291.43,5407.36,0.0,On Time,Local
601,211,2,1140.0,2,6.0,2.0,4.0,127.0,129.0,128.0,2,749.99,0.07,104.99860000000001,1394.98,74659.7,1204.75,1048.8,5123.97,5236.23,0.0,On Time,Local
602,212,1,1373.0,16,6.0,2.0,4.0,128.0,129.0,131.0,2,599.99,0.07,83.99860000000001,1115.98,59727.54,963.8,839.04,4099.16,4188.97,1.0,Late,Local
603,212,2,1373.0,12,6.0,2.0,4.0,128.0,129.0,131.0,2,549.99,0.2,219.996,879.98,47096.76,759.98,661.6,3232.3,3303.11,1.0,Late,Local
604,212,3,1373.0,19,6.0,2.0,4.0,128.0,129.0,131.0,1,449.0,0.1,44.900000000000006,404.1,21627.54,348.99,303.82,1484.32,1516.84,1.0,Late,Local
605,212,4,1373.0,7,6.0,2.0,4.0,128.0,129.0,131.0,1,3999.99,0.2,799.998,3199.99,171264.31,2763.61,2405.87,11754.04,12011.56,1.0,Late,Local
606,213,1,788.0,13,8.0,3.0,4.0,128.0,129.0,129.0,1,269.99,0.1,26.999000000000002,242.99,13004.89,209.85,182.69,892.54,912.09,0.0,On Time,Local
607,214,1,363.0,21,6.0,2.0,4.0,130.0,132.0,131.0,1,269.99,0.1,26.999000000000002,242.99,13004.89,209.85,182.69,892.54,912.09,0.0,On Time,Local
608,215,1,1420.0,19,7.0,2.0,4.0,130.0,133.0,132.0,1,449.0,0.07,31.430000000000003,417.57,22348.46,360.63,313.94,1533.8,1567.4,0.0,On Time,Local
609,215,2,1420.0,12,7.0,2.0,4.0,130.0,133.0,132.0,2,549.99,0.1,109.998,989.98,52983.99,854.98,744.3,3636.35,3716.01,0.0,On Time,Local
610,216,1,267.0,22,3.0,1.0,4.0,131.0,134.0,133.0,2,269.99,0.1,53.998000000000005,485.98,26009.78,419.71,365.38,1785.08,1824.19,0.0,On Time,Local
611,216,2,267.0,16,3.0,1.0,4.0,131.0,134.0,133.0,2,599.99,0.05,59.999,1139.98,61012.03,984.52,857.08,4187.32,4279.06,0.0,On Time,Local
612,217,1,716.0,18,7.0,2.0,4.0,131.0,132.0,134.0,1,449.0,0.1,44.900000000000006,404.1,21627.54,348.99,303.82,1484.32,1516.84,1.0,Late,Local
613,217,2,716.0,10,7.0,2.0,4.0,131.0,132.0,134.0,2,1549.0,0.1,309.8,2788.2,149225.2,2407.98,2096.27,10241.48,10465.86,1.0,Late,Local
614,217,3,716.0,17,7.0,2.0,4.0,131.0,132.0,134.0,1,429.0,0.07,30.03,398.97,21352.98,344.56,299.96,1465.48,1497.58,1.0,Late,Local
615,218,1,1179.0,2,7.0,2.0,4.0,132.0,134.0,134.0,2,749.99,0.1,149.99800000000002,1349.98,72251.28,1165.89,1014.96,4958.68,5067.32,0.0,On Time,Local
616,218,2,1179.0,13,7.0,2.0,4.0,132.0,134.0,134.0,1,269.99,0.07,18.899300000000004,251.09,13438.4,216.85,188.78,922.29,942.5,0.0,On Time,Local
617,218,3,1179.0,12,7.0,2.0,4.0,132.0,134.0,134.0,1,549.99,0.05,27.4995,522.49,27963.8,451.24,392.83,1919.18,1961.23,0.0,On Time,Local
618,219,1,1338.0,26,6.0,2.0,4.0,132.0,135.0,135.0,1,599.99,0.05,29.9995,569.99,30506.01,492.26,428.54,2093.66,2139.53,0.0,On Time,Local
619,219,2,1338.0,5,6.0,2.0,4.0,132.0,135.0,135.0,1,1320.99,0.2,264.19800000000004,1056.79,56559.68,912.68,794.53,3881.75,3966.79,0.0,On Time,Local
620,220,1,1358.0,6,6.0,2.0,4.0,132.0,134.0,135.0,2,469.99,0.05,46.999,892.98,47792.52,771.21,671.38,3280.05,3351.91,1.0,Late,Local
621,220,2,1358.0,25,6.0,2.0,4.0,132.0,134.0,135.0,1,499.99,0.07,34.999300000000005,464.99,24886.39,401.58,349.6,1707.98,1745.4,1.0,Late,Local
622,220,3,1358.0,22,6.0,2.0,4.0,132.0,134.0,135.0,2,269.99,0.1,53.998000000000005,485.98,26009.78,419.71,365.38,1785.08,1824.19,1.0,Late,Local
623,220,4,1358.0,3,6.0,2.0,4.0,132.0,134.0,135.0,2,999.99,0.2,399.99600000000004,1599.98,85631.35,1381.79,1202.92,5876.97,6005.72,1.0,Late,Local
624,221,1,1218.0,11,2.0,1.0,4.0,133.0,136.0,134.0,2,1680.99,0.07,235.3386,3126.64,167338.6,2700.27,2350.72,11484.62,11736.23,0.0,On Time,Local
625,222,1,51.0,10,6.0,2.0,4.0,133.0,136.0,134.0,1,1549.0,0.1,154.9,1394.1,74612.6,1203.99,1048.14,5120.74,5232.93,0.0,On Time,Local
626,222,2,51.0,2,6.0,2.0,4.0,133.0,136.0,134.0,2,749.99,0.1,149.99800000000002,1349.98,72251.28,1165.89,1014.96,4958.68,5067.32,0.0,On Time,Local
627,223,1,1368.0,7,7.0,2.0,4.0,135.0,136.0,137.0,2,3999.99,0.05,399.999,7599.98,406752.93,6563.59,5713.95,27915.87,28527.47,1.0,Late,Local
628,223,2,1368.0,5,7.0,2.0,4.0,135.0,136.0,137.0,1,1320.99,0.2,264.19800000000004,1056.79,56559.68,912.68,794.53,3881.75,3966.79,1.0,Late,Local
629,223,3,1368.0,21,7.0,2.0,4.0,135.0,136.0,137.0,2,269.99,0.1,53.998000000000005,485.98,26009.78,419.71,365.38,1785.08,1824.19,1.0,Late,Local
630,223,4,1368.0,20,7.0,2.0,4.0,135.0,136.0,137.0,1,599.99,0.05,29.9995,569.99,30506.01,492.26,428.54,2093.66,2139.53,1.0,Late,Local
631,223,5,1368.0,15,7.0,2.0,4.0,135.0,136.0,137.0,1,529.99,0.05,26.4995,503.49,26946.92,434.83,378.54,1849.39,1889.91,1.0,Late,Local
632,224,1,157.0,6,3.0,1.0,4.0,137.0,138.0,139.0,1,469.99,0.07,32.899300000000004,437.09,23393.17,377.48,328.62,1605.5,1640.67,1.0,Late,Local
633,224,2,157.0,11,3.0,1.0,4.0,137.0,138.0,139.0,2,1680.99,0.1,336.19800000000004,3025.78,161940.54,2613.16,2274.89,11114.14,11357.64,1.0,Late,Local
634,224,3,157.0,10,3.0,1.0,4.0,137.0,138.0,139.0,2,1549.0,0.2,619.6,2478.4,132644.62,2140.43,1863.35,9103.53,9302.98,1.0,Late,Local
635,224,4,157.0,25,3.0,1.0,4.0,137.0,138.0,139.0,1,499.99,0.05,24.9995,474.99,25421.59,410.22,357.12,1744.71,1782.93,1.0,Late,Local
636,225,1,307.0,21,3.0,1.0,4.0,137.0,140.0,139.0,1,269.99,0.1,26.999000000000002,242.99,13004.89,209.85,182.69,892.54,912.09,0.0,On Time,Local
637,225,2,307.0,9,3.0,1.0,4.0,137.0,140.0,139.0,1,2999.99,0.1,299.99899999999997,2699.99,144504.17,2331.8,2029.95,9917.47,10134.75,0.0,On Time,Local
638,226,1,501.0,2,2.0,1.0,4.0,137.0,139.0,140.0,1,749.99,0.05,37.499500000000005,712.49,38132.65,615.33,535.68,2617.08,2674.42,1.0,Late,Local
639,227,1,489.0,3,7.0,2.0,4.0,137.0,138.0,140.0,2,999.99,0.05,99.99900000000001,1899.98,101687.43,1640.88,1428.48,6978.91,7131.81,1.0,Late,Local
640,227,2,489.0,15,7.0,2.0,4.0,137.0,138.0,140.0,2,529.99,0.1,105.998,953.98,51057.26,823.89,717.24,3504.11,3580.88,1.0,Late,Local
641,228,1,615.0,25,7.0,2.0,4.0,137.0,140.0,140.0,1,499.99,0.2,99.998,399.99,21407.57,345.44,300.73,1469.22,1501.41,0.0,On Time,Local
642,228,2,615.0,2,7.0,2.0,4.0,137.0,140.0,140.0,2,749.99,0.07,104.99860000000001,1394.98,74659.7,1204.75,1048.8,5123.97,5236.23,0.0,On Time,Local
643,228,3,615.0,23,7.0,2.0,4.0,137.0,140.0,140.0,2,299.99,0.1,59.998000000000005,539.98,28899.87,466.34,405.98,1983.43,2026.88,0.0,On Time,Local
644,228,4,615.0,4,7.0,2.0,4.0,137.0,140.0,140.0,1,2899.99,0.2,579.9979999999999,2319.99,124166.47,2003.62,1744.25,8521.67,8708.37,0.0,On Time,Local
645,228,5,615.0,22,7.0,2.0,4.0,137.0,140.0,140.0,1,269.99,0.05,13.499500000000001,256.49,13727.41,221.51,192.84,942.13,962.77,0.0,On Time,Local
646,229,1,742.0,25,6.0,2.0,4.0,139.0,141.0,140.0,2,499.99,0.2,199.996,799.98,42815.14,690.89,601.45,2938.45,3002.82,0.0,On Time,Local
647,229,2,742.0,5,6.0,2.0,4.0,139.0,141.0,140.0,2,1320.99,0.1,264.19800000000004,2377.78,127259.41,2053.53,1787.7,8733.94,8925.29,0.0,On Time,Local
648,229,3,742.0,8,6.0,2.0,4.0,139.0,141.0,140.0,1,1799.99,0.2,359.99800000000005,1439.99,77068.64,1243.62,1082.64,5289.3,5405.18,0.0,On Time,Local
649,230,1,1167.0,11,6.0,2.0,4.0,139.0,140.0,141.0,2,1680.99,0.07,235.3386,3126.64,167338.6,2700.27,2350.72,11484.62,11736.23,1.0,Late,Local
650,231,1,1257.0,8,6.0,2.0,4.0,139.0,142.0,141.0,2,1799.99,0.07,251.99860000000004,3347.98,179184.77,2891.42,2517.14,12297.63,12567.06,0.0,On Time,Local
651,231,2,1257.0,14,6.0,2.0,4.0,139.0,142.0,141.0,2,269.99,0.2,107.99600000000001,431.98,23119.68,373.07,324.78,1586.73,1621.49,0.0,On Time,Local
652,231,3,1257.0,5,6.0,2.0,4.0,139.0,142.0,141.0,2,1320.99,0.2,528.3960000000001,2113.58,113119.36,1825.36,1589.07,7763.5,7933.59,0.0,On Time,Local
653,232,1,1360.0,18,3.0,1.0,4.0,140.0,143.0,143.0,1,449.0,0.07,31.430000000000003,417.57,22348.46,360.63,313.94,1533.8,1567.4,0.0,On Time,Local
654,232,2,1360.0,11,3.0,1.0,4.0,140.0,143.0,143.0,2,1680.99,0.05,168.09900000000002,3193.88,170937.3,2758.34,2401.28,11731.6,11988.63,0.0,On Time,Local
655,232,3,1360.0,26,3.0,1.0,4.0,140.0,143.0,143.0,2,599.99,0.07,83.99860000000001,1115.98,59727.54,963.8,839.04,4099.16,4188.97,0.0,On Time,Local
656,232,4,1360.0,8,3.0,1.0,4.0,140.0,143.0,143.0,2,1799.99,0.1,359.99800000000005,3239.98,173404.58,2798.15,2435.94,11900.93,12161.67,0.0,On Time,Local
657,233,1,737.0,14,6.0,2.0,4.0,141.0,142.0,144.0,1,269.99,0.1,26.999000000000002,242.99,13004.89,209.85,182.69,892.54,912.09,1.0,Late,Local
658,233,2,737.0,16,6.0,2.0,4.0,141.0,142.0,144.0,2,599.99,0.1,119.998,1079.98,57800.81,932.71,811.97,3966.93,4053.84,1.0,Late,Local
659,233,3,737.0,12,6.0,2.0,4.0,141.0,142.0,144.0,1,549.99,0.2,109.998,439.99,23548.38,379.99,330.8,1616.15,1651.56,1.0,Late,Local
660,233,4,737.0,15,6.0,2.0,4.0,141.0,142.0,144.0,2,529.99,0.07,74.19860000000001,985.78,52759.2,851.35,741.15,3620.92,3700.25,1.0,Late,Local
661,234,1,1435.0,11,6.0,2.0,4.0,142.0,144.0,144.0,2,1680.99,0.2,672.3960000000001,2689.58,143947.03,2322.81,2022.13,9879.23,10095.67,0.0,On Time,Local
662,234,2,1435.0,17,6.0,2.0,4.0,142.0,144.0,144.0,2,429.0,0.05,42.900000000000006,815.1,43624.37,703.95,612.82,2993.98,3059.58,0.0,On Time,Local
663,234,3,1435.0,12,6.0,2.0,4.0,142.0,144.0,144.0,1,549.99,0.1,54.999,494.99,26491.99,427.49,372.15,1818.17,1858.01,0.0,On Time,Local
664,234,4,1435.0,7,6.0,2.0,4.0,142.0,144.0,144.0,1,3999.99,0.05,199.9995,3799.99,203376.46,3281.79,2856.97,13957.93,14263.74,0.0,On Time,Local
665,234,5,1435.0,23,6.0,2.0,4.0,142.0,144.0,144.0,1,299.99,0.1,29.999000000000002,269.99,14449.94,233.17,202.99,991.71,1013.44,0.0,On Time,Local
666,235,1,649.0,6,6.0,2.0,4.0,144.0,145.0,145.0,1,469.99,0.07,32.899300000000004,437.09,23393.17,377.48,328.62,1605.5,1640.67,0.0,On Time,Local
667,235,2,649.0,13,6.0,2.0,4.0,144.0,145.0,145.0,2,269.99,0.05,26.999000000000002,512.98,27454.82,443.03,385.68,1884.25,1925.53,0.0,On Time,Local
668,235,3,649.0,7,6.0,2.0,4.0,144.0,145.0,145.0,2,3999.99,0.05,399.999,7599.98,406752.93,6563.59,5713.95,27915.87,28527.47,0.0,On Time,Local
669,236,1,206.0,3,6.0,2.0,4.0,145.0,147.0,146.0,2,999.99,0.07,139.9986,1859.98,99546.62,1606.34,1398.4,6831.99,6981.67,0.0,On Time,Local
670,236,2,206.0,2,6.0,2.0,4.0,145.0,147.0,146.0,2,749.99,0.1,149.99800000000002,1349.98,72251.28,1165.89,1014.96,4958.68,5067.32,0.0,On Time,Local
671,236,3,206.0,4,6.0,2.0,4.0,145.0,147.0,146.0,2,2899.99,0.1,579.9979999999999,5219.98,279374.7,4508.14,3924.57,19173.77,19593.85,0.0,On Time,Local
672,237,1,1351.0,15,7.0,2.0,4.0,145.0,146.0,147.0,1,529.99,0.2,105.998,423.99,22692.06,366.17,318.77,1557.38,1591.5,1.0,Late,Local
673,237,2,1351.0,24,7.0,2.0,4.0,145.0,146.0,147.0,1,549.99,0.07,38.499300000000005,511.49,27375.08,441.74,384.56,1878.78,1919.94,1.0,Late,Local
674,237,3,1351.0,20,7.0,2.0,4.0,145.0,146.0,147.0,2,599.99,0.2,239.996,959.98,51378.38,829.07,721.75,3526.15,3603.4,1.0,Late,Local
675,237,4,1351.0,26,7.0,2.0,4.0,145.0,146.0,147.0,1,599.99,0.05,29.9995,569.99,30506.01,492.26,428.54,2093.66,2139.53,1.0,Late,Local
676,238,1,1350.0,20,6.0,2.0,4.0,146.0,149.0,149.0,2,599.99,0.2,239.996,959.98,51378.38,829.07,721.75,3526.15,3603.4,0.0,On Time,Local
677,238,2,1350.0,25,6.0,2.0,4.0,146.0,149.0,149.0,1,499.99,0.07,34.999300000000005,464.99,24886.39,401.58,349.6,1707.98,1745.4,0.0,On Time,Local
678,238,3,1350.0,13,6.0,2.0,4.0,146.0,149.0,149.0,2,269.99,0.2,107.99600000000001,431.98,23119.68,373.07,324.78,1586.73,1621.49,0.0,On Time,Local
679,238,4,1350.0,22,6.0,2.0,4.0,146.0,149.0,149.0,2,269.99,0.05,26.999000000000002,512.98,27454.82,443.03,385.68,1884.25,1925.53,0.0,On Time,Local
680,238,5,1350.0,7,6.0,2.0,4.0,146.0,149.0,149.0,1,3999.99,0.07,279.9993,3719.99,199094.84,3212.7,2796.83,13664.08,13963.45,0.0,On Time,Local
681,239,1,,16,,,,,,,2,599.99,0.1,119.998,1079.98,57800.81,932.71,811.97,3966.93,4053.84,,,
682,239,2,,21,,,,,,,2,269.99,0.05,26.999000000000002,512.98,27454.82,443.03,385.68,1884.25,1925.53,,,
683,239,3,,18,,,,,,,1,449.0,0.07,31.430000000000003,417.57,22348.46,360.63,313.94,1533.8,1567.4,,,
684,239,4,,4,,,,,,,2,2899.99,0.07,405.9986,5393.98,288687.23,4658.41,4055.39,19812.9,20246.98,,,
685,240,1,65.0,9,6.0,2.0,4.0,147.0,149.0,150.0,1,2999.99,0.07,209.9993,2789.99,149321.0,2409.52,2097.62,10248.05,10472.58,1.0,Late,Local
686,240,2,65.0,8,6.0,2.0,4.0,147.0,149.0,150.0,1,1799.99,0.07,125.99930000000002,1673.99,89592.39,1445.71,1258.57,6148.82,6283.53,1.0,Late,Local
687,240,3,65.0,5,6.0,2.0,4.0,147.0,149.0,150.0,1,1320.99,0.07,92.4693,1228.52,65750.71,1060.99,923.65,4512.54,4611.4,1.0,Late,Local
688,240,4,65.0,18,6.0,2.0,4.0,147.0,149.0,150.0,2,449.0,0.07,62.86000000000001,835.14,44696.91,721.25,627.89,3067.59,3134.8,1.0,Late,Local
689,241,1,1082.0,7,7.0,2.0,4.0,147.0,149.0,149.0,1,3999.99,0.2,799.998,3199.99,171264.31,2763.61,2405.87,11754.04,12011.56,0.0,On Time,Local
690,242,1,1168.0,3,7.0,2.0,4.0,147.0,150.0,150.0,1,999.99,0.2,199.99800000000002,799.99,42815.68,690.9,601.46,2938.48,3002.86,0.0,On Time,Local
691,243,1,802.0,25,8.0,3.0,4.0,147.0,150.0,148.0,2,499.99,0.05,49.999,949.98,50843.18,820.43,714.23,3489.42,3565.87,0.0,On Time,Local
692,243,2,802.0,19,8.0,3.0,4.0,147.0,150.0,148.0,2,449.0,0.07,62.86000000000001,835.14,44696.91,721.25,627.89,3067.59,3134.8,0.0,On Time,Local
693,243,3,802.0,7,8.0,3.0,4.0,147.0,150.0,148.0,2,3999.99,0.05,399.999,7599.98,406752.93,6563.59,5713.95,27915.87,28527.47,0.0,On Time,Local
694,244,1,956.0,19,6.0,2.0,4.0,148.0,149.0,149.0,1,449.0,0.07,31.430000000000003,417.57,22348.46,360.63,313.94,1533.8,1567.4,0.0,On Time,Local
695,244,2,956.0,25,6.0,2.0,4.0,148.0,149.0,149.0,1,499.99,0.2,99.998,399.99,21407.57,345.44,300.73,1469.22,1501.41,0.0,On Time,Local
696,244,3,956.0,22,6.0,2.0,4.0,148.0,149.0,149.0,1,269.99,0.1,26.999000000000002,242.99,13004.89,209.85,182.69,892.54,912.09,0.0,On Time,Local
697,245,1,223.0,10,7.0,2.0,4.0,149.0,151.0,150.0,2,1549.0,0.05,154.9,2943.1,157515.49,2541.76,2212.73,10810.45,11047.29,0.0,On Time,Local
698,245,2,223.0,8,7.0,2.0,4.0,149.0,151.0,150.0,1,1799.99,0.1,179.99900000000002,1619.99,86702.29,1399.08,1217.97,5950.47,6080.83,0.0,On Time,Local
699,246,1,,17,,,,,,,2,429.0,0.2,171.60000000000002,686.4,36736.31,592.8,516.06,2521.25,2576.49,,,
700,247,1,928.0,25,3.0,1.0,4.0,150.0,152.0,152.0,1,499.99,0.07,34.999300000000005,464.99,24886.39,401.58,349.6,1707.98,1745.4,0.0,On Time,Local
701,247,2,928.0,3,3.0,1.0,4.0,150.0,152.0,152.0,1,999.99,0.2,199.99800000000002,799.99,42815.68,690.9,601.46,2938.48,3002.86,0.0,On Time,Local
702,248,1,1376.0,13,7.0,2.0,4.0,150.0,152.0,151.0,1,269.99,0.1,26.999000000000002,242.99,13004.89,209.85,182.69,892.54,912.09,0.0,On Time,Local
703,248,2,1376.0,26,7.0,2.0,4.0,150.0,152.0,151.0,2,599.99,0.1,119.998,1079.98,57800.81,932.71,811.97,3966.93,4053.84,0.0,On Time,Local
704,248,3,1376.0,17,7.0,2.0,4.0,150.0,152.0,151.0,1,429.0,0.1,42.900000000000006,386.1,20664.17,333.45,290.28,1418.2,1449.27,0.0,On Time,Local
705,248,4,1376.0,9,7.0,2.0,4.0,150.0,152.0,151.0,1,2999.99,0.2,599.9979999999999,2399.99,128448.1,2072.71,1804.4,8815.52,9008.66,0.0,On Time,Local
706,249,1,145.0,7,6.0,2.0,4.0,152.0,155.0,155.0,2,3999.99,0.05,399.999,7599.98,406752.93,6563.59,5713.95,27915.87,28527.47,0.0,On Time,Local
707,249,2,145.0,18,6.0,2.0,4.0,152.0,155.0,155.0,2,449.0,0.05,44.900000000000006,853.1,45658.14,736.76,641.39,3133.56,3202.22,0.0,On Time,Local
708,249,3,145.0,22,6.0,2.0,4.0,152.0,155.0,155.0,1,269.99,0.1,26.999000000000002,242.99,13004.89,209.85,182.69,892.54,912.09,0.0,On Time,Local
709,250,1,150.0,17,7.0,2.0,4.0,152.0,153.0,155.0,2,429.0,0.05,42.900000000000006,815.1,43624.37,703.95,612.82,2993.98,3059.58,1.0,Late,Local
710,250,2,150.0,11,7.0,2.0,4.0,152.0,153.0,155.0,2,1680.99,0.1,336.19800000000004,3025.78,161940.54,2613.16,2274.89,11114.14,11357.64,1.0,Late,Local
711,251,1,851.0,23,7.0,2.0,4.0,152.0,155.0,155.0,2,299.99,0.2,119.99600000000001,479.98,25688.66,414.53,360.87,1763.04,1801.66,0.0,On Time,Local
712,251,2,851.0,22,7.0,2.0,4.0,152.0,155.0,155.0,2,269.99,0.05,26.999000000000002,512.98,27454.82,443.03,385.68,1884.25,1925.53,0.0,On Time,Local
713,252,1,66.0,11,8.0,3.0,4.0,152.0,155.0,153.0,2,1680.99,0.1,336.19800000000004,3025.78,161940.54,2613.16,2274.89,11114.14,11357.64,0.0,On Time,Local
714,252,2,66.0,4,8.0,3.0,4.0,152.0,155.0,153.0,1,2899.99,0.07,202.9993,2696.99,144343.61,2329.21,2027.7,9906.45,10123.49,0.0,On Time,Local
715,252,3,66.0,19,8.0,3.0,4.0,152.0,155.0,153.0,1,449.0,0.1,44.900000000000006,404.1,21627.54,348.99,303.82,1484.32,1516.84,0.0,On Time,Local
716,253,1,1267.0,11,6.0,2.0,4.0,153.0,156.0,156.0,2,1680.99,0.07,235.3386,3126.64,167338.6,2700.27,2350.72,11484.62,11736.23,0.0,On Time,Local
717,254,1,510.0,6,7.0,2.0,4.0,154.0,157.0,156.0,2,469.99,0.07,65.79860000000001,874.18,46786.34,754.97,657.24,3210.99,3281.34,0.0,On Time,Local
718,254,2,510.0,3,7.0,2.0,4.0,154.0,157.0,156.0,1,999.99,0.05,49.999500000000005,949.99,50843.71,820.44,714.24,3489.46,3565.91,0.0,On Time,Local
719,254,3,510.0,12,7.0,2.0,4.0,154.0,157.0,156.0,1,549.99,0.05,27.4995,522.49,27963.8,451.24,392.83,1919.18,1961.23,0.0,On Time,Local
720,255,1,801.0,5,7.0,2.0,4.0,154.0,157.0,156.0,2,1320.99,0.1,264.19800000000004,2377.78,127259.41,2053.53,1787.7,8733.94,8925.29,0.0,On Time,Local
721,255,2,801.0,14,7.0,2.0,4.0,154.0,157.0,156.0,1,269.99,0.2,53.998000000000005,215.99,11559.84,186.54,162.39,793.36,810.75,0.0,On Time,Local
722,255,3,801.0,2,7.0,2.0,4.0,154.0,157.0,156.0,2,749.99,0.2,299.99600000000004,1199.98,64223.25,1036.34,902.19,4407.71,4504.27,0.0,On Time,Local
723,255,4,801.0,21,7.0,2.0,4.0,154.0,157.0,156.0,1,269.99,0.07,18.899300000000004,251.09,13438.4,216.85,188.78,922.29,942.5,0.0,On Time,Local
724,256,1,26.0,11,7.0,2.0,4.0,155.0,156.0,158.0,1,1680.99,0.1,168.09900000000002,1512.89,80970.27,1306.58,1137.45,5557.07,5678.82,1.0,Late,Local
725,256,2,26.0,21,7.0,2.0,4.0,155.0,156.0,158.0,1,269.99,0.05,13.499500000000001,256.49,13727.41,221.51,192.84,942.13,962.77,1.0,Late,Local
726,257,1,1314.0,8,3.0,1.0,4.0,156.0,157.0,159.0,2,1799.99,0.07,251.99860000000004,3347.98,179184.77,2891.42,2517.14,12297.63,12567.06,1.0,Late,Local
727,257,2,1314.0,13,3.0,1.0,4.0,156.0,157.0,159.0,2,269.99,0.2,107.99600000000001,431.98,23119.68,373.07,324.78,1586.73,1621.49,1.0,Late,Local
728,257,3,1314.0,10,3.0,1.0,4.0,156.0,157.0,159.0,2,1549.0,0.1,309.8,2788.2,149225.2,2407.98,2096.27,10241.48,10465.86,1.0,Late,Local
729,257,4,1314.0,15,3.0,1.0,4.0,156.0,157.0,159.0,1,529.99,0.1,52.999,476.99,25528.63,411.94,358.62,1752.06,1790.44,1.0,Late,Local
730,258,1,107.0,8,7.0,2.0,4.0,157.0,158.0,158.0,2,1799.99,0.05,179.99900000000002,3419.98,183038.23,2953.6,2571.27,12562.1,12837.32,0.0,On Time,Local
731,258,2,107.0,4,7.0,2.0,4.0,157.0,158.0,158.0,1,2899.99,0.07,202.9993,2696.99,144343.61,2329.21,2027.7,9906.45,10123.49,0.0,On Time,Local
732,258,3,107.0,19,7.0,2.0,4.0,157.0,158.0,158.0,1,449.0,0.07,31.430000000000003,417.57,22348.46,360.63,313.94,1533.8,1567.4,0.0,On Time,Local
733,258,4,107.0,18,7.0,2.0,4.0,157.0,158.0,158.0,1,449.0,0.05,22.450000000000003,426.55,22829.07,368.38,320.7,1566.78,1601.11,0.0,On Time,Local
734,259,1,413.0,26,7.0,2.0,4.0,157.0,160.0,160.0,1,599.99,0.05,29.9995,569.99,30506.01,492.26,428.54,2093.66,2139.53,0.0,On Time,Local
735,259,2,413.0,6,7.0,2.0,4.0,157.0,160.0,160.0,2,469.99,0.1,93.998,845.98,45277.07,730.62,636.04,3107.41,3175.49,0.0,On Time,Local
736,259,3,413.0,2,7.0,2.0,4.0,157.0,160.0,160.0,2,749.99,0.2,299.99600000000004,1199.98,64223.25,1036.34,902.19,4407.71,4504.27,0.0,On Time,Local
737,259,4,413.0,4,7.0,2.0,4.0,157.0,160.0,160.0,1,2899.99,0.1,289.99899999999997,2609.99,139687.35,2254.07,1962.29,9586.88,9796.92,0.0,On Time,Local
738,260,1,632.0,23,6.0,2.0,4.0,157.0,159.0,159.0,2,299.99,0.2,119.99600000000001,479.98,25688.66,414.53,360.87,1763.04,1801.66,0.0,On Time,Local
739,260,2,632.0,10,6.0,2.0,4.0,157.0,159.0,159.0,1,1549.0,0.2,309.8,1239.2,66322.31,1070.21,931.68,4551.77,4651.49,0.0,On Time,Local
740,260,3,632.0,24,6.0,2.0,4.0,157.0,159.0,159.0,2,549.99,0.2,219.996,879.98,47096.76,759.98,661.6,3232.3,3303.11,0.0,On Time,Local
741,261,1,1045.0,16,2.0,1.0,4.0,159.0,161.0,160.0,2,599.99,0.05,59.999,1139.98,61012.03,984.52,857.08,4187.32,4279.06,0.0,On Time,Local
742,261,2,1045.0,14,2.0,1.0,4.0,159.0,161.0,160.0,1,269.99,0.1,26.999000000000002,242.99,13004.89,209.85,182.69,892.54,912.09,0.0,On Time,Local
743,261,3,1045.0,17,2.0,1.0,4.0,159.0,161.0,160.0,2,429.0,0.1,85.80000000000001,772.2,41328.35,666.9,580.57,2836.41,2898.55,0.0,On Time,Local
744,262,1,579.0,2,9.0,3.0,4.0,159.0,162.0,161.0,1,749.99,0.07,52.499300000000005,697.49,37329.85,602.37,524.4,2561.99,2618.12,0.0,On Time,Local
745,262,2,579.0,9,9.0,3.0,4.0,159.0,162.0,161.0,2,2999.99,0.05,299.99899999999997,5699.98,305064.43,4922.69,4285.46,20936.88,21395.59,0.0,On Time,Local
746,263,1,1322.0,9,6.0,2.0,4.0,160.0,161.0,163.0,1,2999.99,0.07,209.9993,2789.99,149321.0,2409.52,2097.62,10248.05,10472.58,1.0,Late,Local
747,263,2,1322.0,3,6.0,2.0,4.0,160.0,161.0,163.0,1,999.99,0.2,199.99800000000002,799.99,42815.68,690.9,601.46,2938.48,3002.86,1.0,Late,Local
748,263,3,1322.0,2,6.0,2.0,4.0,160.0,161.0,163.0,2,749.99,0.05,74.99900000000001,1424.98,76265.3,1230.66,1071.35,5234.17,5348.84,1.0,Late,Local
749,264,1,,10,,,,,,,1,1549.0,0.2,309.8,1239.2,66322.31,1070.21,931.68,4551.77,4651.49,,,
750,264,2,,24,,,,,,,2,549.99,0.05,54.999,1044.98,55927.6,902.48,785.65,3838.37,3922.46,,,
