order_id,item_id,product_id,quantity,list_price,discount,extraction_timestamp,data_source,net_revenue_usd,net_revenue_EGP,net_revenue_EUR,net_revenue_GBP,net_revenue_AED,net_revenue_SAR
300,1,16,2,599.99,0.1,2026-04-01 01:59:18.974759,PostgreSQl Server,1079.98,57800.81,932.71,811.97,3966.93,4053.84
300,2,9,2,2999.99,0.1,2026-04-01 01:59:18.974759,PostgreSQl Server,5399.98,289008.35,4663.6,4059.9,19834.94,20269.5
300,3,10,1,1549.0,0.1,2026-04-01 01:59:18.974759,PostgreSQl Server,1394.1,74612.6,1203.99,1048.14,5120.74,5232.93
300,4,11,2,1680.99,0.2,2026-04-01 01:59:18.974759,PostgreSQl Server,2689.58,143947.03,2322.81,2022.13,9879.23,10095.67
301,1,6,1,469.99,0.05,2026-04-01 01:59:18.974759,PostgreSQl Server,446.49,23896.26,385.6,335.69,1640.02,1675.96
301,2,22,1,269.99,0.1,2026-04-01 01:59:18.974759,PostgreSQl Server,242.99,13004.89,209.85,182.69,892.54,912.09
302,1,24,2,549.99,0.2,2026-04-01 01:59:18.974759,PostgreSQl Server,879.98,47096.76,759.98,661.6,3232.3,3303.11
302,2,18,2,449.0,0.07,2026-04-01 01:59:18.974759,PostgreSQl Server,835.14,44696.91,721.25,627.89,3067.59,3134.8
302,3,2,2,749.99,0.2,2026-04-01 01:59:18.974759,PostgreSQl Server,1199.98,64223.25,1036.34,902.19,4407.71,4504.27
303,1,8,2,1799.99,0.05,2026-04-01 01:59:18.974759,PostgreSQl Server,3419.98,183038.23,2953.6,2571.27,12562.1,12837.32
303,2,24,2,549.99,0.05,2026-04-01 01:59:18.974759,PostgreSQl Server,1044.98,55927.6,902.48,785.65,3838.37,3922.46
304,1,10,1,1549.0,0.05,2026-04-01 01:59:18.974759,PostgreSQl Server,1471.55,78757.74,1270.88,1106.37,5405.22,5523.65
304,2,7,2,3999.99,0.1,2026-04-01 01:59:18.974759,PostgreSQl Server,7199.98,385344.82,6218.13,5413.21,26446.61,27026.02
304,3,20,1,599.99,0.1,2026-04-01 01:59:18.974759,PostgreSQl Server,539.99,28900.41,466.35,405.98,1983.46,2026.92
305,1,10,1,1549.0,0.07,2026-04-01 01:59:18.974759,PostgreSQl Server,1440.57,77099.69,1244.12,1083.07,5291.43,5407.36
305,2,6,1,469.99,0.1,2026-04-01 01:59:18.974759,PostgreSQl Server,422.99,22638.54,365.31,318.02,1553.71,1587.75
305,3,3,2,999.99,0.2,2026-04-01 01:59:18.974759,PostgreSQl Server,1599.98,85631.35,1381.79,1202.92,5876.97,6005.72
306,1,10,1,1549.0,0.2,2026-04-01 01:59:18.974759,PostgreSQl Server,1239.2,66322.31,1070.21,931.68,4551.77,4651.49
306,2,22,1,269.99,0.07,2026-04-01 01:59:18.974759,PostgreSQl Server,251.09,13438.4,216.85,188.78,922.29,942.5
307,1,15,2,529.99,0.05,2026-04-01 01:59:18.974759,PostgreSQl Server,1006.98,53893.83,869.66,757.08,3698.79,3779.83
308,1,7,1,3999.99,0.1,2026-04-01 01:59:18.974759,PostgreSQl Server,3599.99,192672.41,3109.07,2706.61,13223.3,13513.01
308,2,18,2,449.0,0.2,2026-04-01 01:59:18.974759,PostgreSQl Server,718.4,38448.96,620.43,540.12,2638.79,2696.6
308,3,14,1,269.99,0.2,2026-04-01 01:59:18.974759,PostgreSQl Server,215.99,11559.84,186.54,162.39,793.36,810.75
309,1,3,1,999.99,0.05,2026-04-01 01:59:18.974759,PostgreSQl Server,949.99,50843.71,820.44,714.24,3489.46,3565.91
309,2,12,1,549.99,0.05,2026-04-01 01:59:18.974759,PostgreSQl Server,522.49,27963.8,451.24,392.83,1919.18,1961.23
310,1,7,2,3999.99,0.07,2026-04-01 01:59:18.974759,PostgreSQl Server,7439.98,398189.69,6425.4,5593.65,27328.16,27926.89
310,2,14,2,269.99,0.1,2026-04-01 01:59:18.974759,PostgreSQl Server,485.98,26009.78,419.71,365.38,1785.08,1824.19
310,3,5,2,1320.99,0.2,2026-04-01 01:59:18.974759,PostgreSQl Server,2113.58,113119.36,1825.36,1589.07,7763.5,7933.59
310,4,8,1,1799.99,0.2,2026-04-01 01:59:18.974759,PostgreSQl Server,1439.99,77068.64,1243.62,1082.64,5289.3,5405.18
311,1,17,2,429.0,0.05,2026-04-01 01:59:18.974759,PostgreSQl Server,815.1,43624.37,703.95,612.82,2993.98,3059.58
311,2,5,2,1320.99,0.2,2026-04-01 01:59:18.974759,PostgreSQl Server,2113.58,113119.36,1825.36,1589.07,7763.5,7933.59
312,1,24,2,549.99,0.05,2026-04-01 01:59:18.974759,PostgreSQl Server,1044.98,55927.6,902.48,785.65,3838.37,3922.46
312,2,14,2,269.99,0.07,2026-04-01 01:59:18.974759,PostgreSQl Server,502.18,26876.81,433.7,377.56,1844.58,1885.0
312,3,16,2,599.99,0.05,2026-04-01 01:59:18.974759,PostgreSQl Server,1139.98,61012.03,984.52,857.08,4187.32,4279.06
313,1,4,1,2899.99,0.07,2026-04-01 01:59:18.974759,PostgreSQl Server,2696.99,144343.61,2329.21,2027.7,9906.45,10123.49
313,2,10,2,1549.0,0.07,2026-04-01 01:59:18.974759,PostgreSQl Server,2881.14,154199.37,2488.24,2166.15,10582.86,10814.72
314,1,5,1,1320.99,0.07,2026-04-01 01:59:18.974759,PostgreSQl Server,1228.52,65750.71,1060.99,923.65,4512.54,4611.4
314,2,9,1,2999.99,0.05,2026-04-01 01:59:18.974759,PostgreSQl Server,2849.99,152532.21,2461.34,2142.73,10468.44,10697.79
314,3,22,2,269.99,0.2,2026-04-01 01:59:18.974759,PostgreSQl Server,431.98,23119.68,373.07,324.78,1586.73,1621.49
314,4,7,2,3999.99,0.07,2026-04-01 01:59:18.974759,PostgreSQl Server,7439.98,398189.69,6425.4,5593.65,27328.16,27926.89
315,1,11,1,1680.99,0.2,2026-04-01 01:59:18.974759,PostgreSQl Server,1344.79,71973.51,1161.4,1011.06,4939.62,5047.84
315,2,9,1,2999.99,0.1,2026-04-01 01:59:18.974759,PostgreSQl Server,2699.99,144504.17,2331.8,2029.95,9917.47,10134.75
316,1,2,2,749.99,0.2,2026-04-01 01:59:18.974759,PostgreSQl Server,1199.98,64223.25,1036.34,902.19,4407.71,4504.27
316,2,16,2,599.99,0.1,2026-04-01 01:59:18.974759,PostgreSQl Server,1079.98,57800.81,932.71,811.97,3966.93,4053.84
316,3,20,1,599.99,0.1,2026-04-01 01:59:18.974759,PostgreSQl Server,539.99,28900.41,466.35,405.98,1983.46,2026.92
316,4,19,1,449.0,0.2,2026-04-01 01:59:18.974759,PostgreSQl Server,359.2,19224.48,310.22,270.06,1319.4,1348.3
316,5,17,1,429.0,0.05,2026-04-01 01:59:18.974759,PostgreSQl Server,407.55,21812.18,351.97,306.41,1496.99,1529.79
317,1,10,1,1549.0,0.2,2026-04-01 01:59:18.974759,PostgreSQl Server,1239.2,66322.31,1070.21,931.68,4551.77,4651.49
317,2,22,1,269.99,0.05,2026-04-01 01:59:18.974759,PostgreSQl Server,256.49,13727.41,221.51,192.84,942.13,962.77
317,3,15,1,529.99,0.05,2026-04-01 01:59:18.974759,PostgreSQl Server,503.49,26946.92,434.83,378.54,1849.39,1889.91
317,4,13,2,269.99,0.2,2026-04-01 01:59:18.974759,PostgreSQl Server,431.98,23119.68,373.07,324.78,1586.73,1621.49
318,1,13,2,269.99,0.1,2026-04-01 01:59:18.974759,PostgreSQl Server,485.98,26009.78,419.71,365.38,1785.08,1824.19
318,2,25,2,499.99,0.2,2026-04-01 01:59:18.974759,PostgreSQl Server,799.98,42815.14,690.89,601.45,2938.45,3002.82
318,3,9,1,2999.99,0.05,2026-04-01 01:59:18.974759,PostgreSQl Server,2849.99,152532.21,2461.34,2142.73,10468.44,10697.79
319,1,11,1,1680.99,0.07,2026-04-01 01:59:18.974759,PostgreSQl Server,1563.32,83669.3,1350.13,1175.36,5742.31,5868.12
319,2,21,1,269.99,0.2,2026-04-01 01:59:18.974759,PostgreSQl Server,215.99,11559.84,186.54,162.39,793.36,810.75
319,3,15,2,529.99,0.1,2026-04-01 01:59:18.974759,PostgreSQl Server,953.98,51057.26,823.89,717.24,3504.11,3580.88
319,4,23,1,299.99,0.05,2026-04-01 01:59:18.974759,PostgreSQl Server,284.99,15252.74,246.13,214.27,1046.81,1069.75
320,1,2,1,749.99,0.1,2026-04-01 01:59:18.974759,PostgreSQl Server,674.99,36125.64,582.94,507.48,2479.34,2533.66
321,1,4,2,2899.99,0.2,2026-04-01 01:59:18.974759,PostgreSQl Server,4639.98,248332.95,4007.24,3488.51,17043.34,17416.74
321,2,12,2,549.99,0.2,2026-04-01 01:59:18.974759,PostgreSQl Server,879.98,47096.76,759.98,661.6,3232.3,3303.11
321,3,26,1,599.99,0.2,2026-04-01 01:59:18.974759,PostgreSQl Server,479.99,25689.19,414.53,360.87,1763.08,1801.7
321,4,23,2,299.99,0.2,2026-04-01 01:59:18.974759,PostgreSQl Server,479.98,25688.66,414.53,360.87,1763.04,1801.66
322,1,13,2,269.99,0.2,2026-04-01 01:59:18.974759,PostgreSQl Server,431.98,23119.68,373.07,324.78,1586.73,1621.49
322,2,21,1,269.99,0.07,2026-04-01 01:59:18.974759,PostgreSQl Server,251.09,13438.4,216.85,188.78,922.29,942.5
323,1,13,2,269.99,0.07,2026-04-01 01:59:18.974759,PostgreSQl Server,502.18,26876.81,433.7,377.56,1844.58,1885.0
323,2,26,2,599.99,0.1,2026-04-01 01:59:18.974759,PostgreSQl Server,1079.98,57800.81,932.71,811.97,3966.93,4053.84
324,1,2,2,749.99,0.1,2026-04-01 01:59:18.974759,PostgreSQl Server,1349.98,72251.28,1165.89,1014.96,4958.68,5067.32
324,2,17,1,429.0,0.2,2026-04-01 01:59:18.974759,PostgreSQl Server,343.2,18368.15,296.4,258.03,1260.63,1288.24
324,3,22,2,269.99,0.2,2026-04-01 01:59:18.974759,PostgreSQl Server,431.98,23119.68,373.07,324.78,1586.73,1621.49
324,4,19,1,449.0,0.05,2026-04-01 01:59:18.974759,PostgreSQl Server,426.55,22829.07,368.38,320.7,1566.78,1601.11
324,5,12,1,549.99,0.05,2026-04-01 01:59:18.974759,PostgreSQl Server,522.49,27963.8,451.24,392.83,1919.18,1961.23
325,1,7,1,3999.99,0.05,2026-04-01 01:59:18.974759,PostgreSQl Server,3799.99,203376.46,3281.79,2856.97,13957.93,14263.74
325,2,12,1,549.99,0.2,2026-04-01 01:59:18.974759,PostgreSQl Server,439.99,23548.38,379.99,330.8,1616.15,1651.56
325,3,6,2,469.99,0.2,2026-04-01 01:59:18.974759,PostgreSQl Server,751.98,40246.17,649.43,565.37,2762.14,2822.65
326,1,12,1,549.99,0.1,2026-04-01 01:59:18.974759,PostgreSQl Server,494.99,26491.99,427.49,372.15,1818.17,1858.01
326,2,23,1,299.99,0.07,2026-04-01 01:59:18.974759,PostgreSQl Server,278.99,14931.62,240.94,209.76,1024.77,1047.22
327,1,12,2,549.99,0.07,2026-04-01 01:59:18.974759,PostgreSQl Server,1022.98,54750.16,883.48,769.11,3757.56,3839.88
327,2,13,1,269.99,0.07,2026-04-01 01:59:18.974759,PostgreSQl Server,251.09,13438.4,216.85,188.78,922.29,942.5
327,3,4,1,2899.99,0.05,2026-04-01 01:59:18.974759,PostgreSQl Server,2754.99,147447.79,2379.3,2071.3,10119.49,10341.2
328,1,6,2,469.99,0.1,2026-04-01 01:59:18.974759,PostgreSQl Server,845.98,45277.07,730.62,636.04,3107.41,3175.49
329,1,14,2,269.99,0.07,2026-04-01 01:59:18.974759,PostgreSQl Server,502.18,26876.81,433.7,377.56,1844.58,1885.0
329,2,8,2,1799.99,0.05,2026-04-01 01:59:18.974759,PostgreSQl Server,3419.98,183038.23,2953.6,2571.27,12562.1,12837.32
329,3,23,1,299.99,0.2,2026-04-01 01:59:18.974759,PostgreSQl Server,239.99,12844.33,207.26,180.43,881.52,900.83
329,4,17,1,429.0,0.07,2026-04-01 01:59:18.974759,PostgreSQl Server,398.97,21352.98,344.56,299.96,1465.48,1497.58
329,5,26,2,599.99,0.05,2026-04-01 01:59:18.974759,PostgreSQl Server,1139.98,61012.03,984.52,857.08,4187.32,4279.06
330,1,21,2,269.99,0.05,2026-04-01 01:59:18.974759,PostgreSQl Server,512.98,27454.82,443.03,385.68,1884.25,1925.53
331,1,17,2,429.0,0.1,2026-04-01 01:59:18.974759,PostgreSQl Server,772.2,41328.35,666.9,580.57,2836.41,2898.55
332,1,18,2,449.0,0.05,2026-04-01 01:59:18.974759,PostgreSQl Server,853.1,45658.14,736.76,641.39,3133.56,3202.22
333,1,18,2,449.0,0.07,2026-04-01 01:59:18.974759,PostgreSQl Server,835.14,44696.91,721.25,627.89,3067.59,3134.8
333,2,8,2,1799.99,0.05,2026-04-01 01:59:18.974759,PostgreSQl Server,3419.98,183038.23,2953.6,2571.27,12562.1,12837.32
333,3,3,1,999.99,0.2,2026-04-01 01:59:18.974759,PostgreSQl Server,799.99,42815.68,690.9,601.46,2938.48,3002.86
334,1,16,2,599.99,0.2,2026-04-01 01:59:18.974759,PostgreSQl Server,959.98,51378.38,829.07,721.75,3526.15,3603.4
334,2,9,1,2999.99,0.05,2026-04-01 01:59:18.974759,PostgreSQl Server,2849.99,152532.21,2461.34,2142.73,10468.44,10697.79
334,3,3,2,999.99,0.05,2026-04-01 01:59:18.974759,PostgreSQl Server,1899.98,101687.43,1640.88,1428.48,6978.91,7131.81
335,1,6,1,469.99,0.1,2026-04-01 01:59:18.974759,PostgreSQl Server,422.99,22638.54,365.31,318.02,1553.71,1587.75
335,2,2,2,749.99,0.1,2026-04-01 01:59:18.974759,PostgreSQl Server,1349.98,72251.28,1165.89,1014.96,4958.68,5067.32
335,3,21,1,269.99,0.07,2026-04-01 01:59:18.974759,PostgreSQl Server,251.09,13438.4,216.85,188.78,922.29,942.5
336,1,4,1,2899.99,0.1,2026-04-01 01:59:18.974759,PostgreSQl Server,2609.99,139687.35,2254.07,1962.29,9586.88,9796.92
336,2,12,1,549.99,0.2,2026-04-01 01:59:18.974759,PostgreSQl Server,439.99,23548.38,379.99,330.8,1616.15,1651.56
337,1,18,1,449.0,0.05,2026-04-01 01:59:18.974759,PostgreSQl Server,426.55,22829.07,368.38,320.7,1566.78,1601.11
337,2,4,1,2899.99,0.05,2026-04-01 01:59:18.974759,PostgreSQl Server,2754.99,147447.79,2379.3,2071.3,10119.49,10341.2
338,1,6,2,469.99,0.07,2026-04-01 01:59:18.974759,PostgreSQl Server,874.18,46786.34,754.97,657.24,3210.99,3281.34
338,2,10,1,1549.0,0.07,2026-04-01 01:59:18.974759,PostgreSQl Server,1440.57,77099.69,1244.12,1083.07,5291.43,5407.36
338,3,22,1,269.99,0.1,2026-04-01 01:59:18.974759,PostgreSQl Server,242.99,13004.89,209.85,182.69,892.54,912.09
338,4,11,2,1680.99,0.07,2026-04-01 01:59:18.974759,PostgreSQl Server,3126.64,167338.6,2700.27,2350.72,11484.62,11736.23
338,5,9,1,2999.99,0.05,2026-04-01 01:59:18.974759,PostgreSQl Server,2849.99,152532.21,2461.34,2142.73,10468.44,10697.79
339,1,13,1,269.99,0.1,2026-04-01 01:59:18.974759,PostgreSQl Server,242.99,13004.89,209.85,182.69,892.54,912.09
339,2,15,2,529.99,0.05,2026-04-01 01:59:18.974759,PostgreSQl Server,1006.98,53893.83,869.66,757.08,3698.79,3779.83
340,1,11,1,1680.99,0.05,2026-04-01 01:59:18.974759,PostgreSQl Server,1596.94,85468.65,1379.17,1200.64,5865.8,5994.31
340,2,24,1,549.99,0.05,2026-04-01 01:59:18.974759,PostgreSQl Server,522.49,27963.8,451.24,392.83,1919.18,1961.23
340,3,13,2,269.99,0.1,2026-04-01 01:59:18.974759,PostgreSQl Server,485.98,26009.78,419.71,365.38,1785.08,1824.19
340,4,12,2,549.99,0.07,2026-04-01 01:59:18.974759,PostgreSQl Server,1022.98,54750.16,883.48,769.11,3757.56,3839.88
340,5,10,2,1549.0,0.1,2026-04-01 01:59:18.974759,PostgreSQl Server,2788.2,149225.2,2407.98,2096.27,10241.48,10465.86
341,1,23,2,299.99,0.05,2026-04-01 01:59:18.974759,PostgreSQl Server,569.98,30505.48,492.25,428.53,2093.62,2139.49
342,1,26,1,599.99,0.07,2026-04-01 01:59:18.974759,PostgreSQl Server,557.99,29863.77,481.9,419.52,2049.58,2094.49
342,2,9,1,2999.99,0.2,2026-04-01 01:59:18.974759,PostgreSQl Server,2399.99,128448.1,2072.71,1804.4,8815.52,9008.66
342,3,16,2,599.99,0.1,2026-04-01 01:59:18.974759,PostgreSQl Server,1079.98,57800.81,932.71,811.97,3966.93,4053.84
343,1,20,2,599.99,0.2,2026-04-01 01:59:18.974759,PostgreSQl Server,959.98,51378.38,829.07,721.75,3526.15,3603.4
343,2,25,1,499.99,0.05,2026-04-01 01:59:18.974759,PostgreSQl Server,474.99,25421.59,410.22,357.12,1744.71,1782.93
343,3,5,2,1320.99,0.05,2026-04-01 01:59:18.974759,PostgreSQl Server,2509.88,134329.44,2167.61,1887.02,9219.17,9421.15
343,4,10,1,1549.0,0.1,2026-04-01 01:59:18.974759,PostgreSQl Server,1394.1,74612.6,1203.99,1048.14,5120.74,5232.93
344,1,22,1,269.99,0.05,2026-04-01 01:59:18.974759,PostgreSQl Server,256.49,13727.41,221.51,192.84,942.13,962.77
344,2,18,2,449.0,0.07,2026-04-01 01:59:18.974759,PostgreSQl Server,835.14,44696.91,721.25,627.89,3067.59,3134.8
344,3,14,1,269.99,0.2,2026-04-01 01:59:18.974759,PostgreSQl Server,215.99,11559.84,186.54,162.39,793.36,810.75
345,1,18,2,449.0,0.1,2026-04-01 01:59:18.974759,PostgreSQl Server,808.2,43255.08,697.99,607.63,2968.64,3033.68
345,2,24,2,549.99,0.07,2026-04-01 01:59:18.974759,PostgreSQl Server,1022.98,54750.16,883.48,769.11,3757.56,3839.88
346,1,13,1,269.99,0.07,2026-04-01 01:59:18.974759,PostgreSQl Server,251.09,13438.4,216.85,188.78,922.29,942.5
346,2,23,1,299.99,0.2,2026-04-01 01:59:18.974759,PostgreSQl Server,239.99,12844.33,207.26,180.43,881.52,900.83
346,3,21,1,269.99,0.1,2026-04-01 01:59:18.974759,PostgreSQl Server,242.99,13004.89,209.85,182.69,892.54,912.09
346,4,15,1,529.99,0.05,2026-04-01 01:59:18.974759,PostgreSQl Server,503.49,26946.92,434.83,378.54,1849.39,1889.91
346,5,18,2,449.0,0.05,2026-04-01 01:59:18.974759,PostgreSQl Server,853.1,45658.14,736.76,641.39,3133.56,3202.22
347,1,23,1,299.99,0.07,2026-04-01 01:59:18.974759,PostgreSQl Server,278.99,14931.62,240.94,209.76,1024.77,1047.22
348,1,5,2,1320.99,0.05,2026-04-01 01:59:18.974759,PostgreSQl Server,2509.88,134329.44,2167.61,1887.02,9219.17,9421.15
348,2,15,2,529.99,0.07,2026-04-01 01:59:18.974759,PostgreSQl Server,985.78,52759.2,851.35,741.15,3620.92,3700.25
349,1,20,2,599.99,0.2,2026-04-01 01:59:18.974759,PostgreSQl Server,959.98,51378.38,829.07,721.75,3526.15,3603.4
350,1,6,2,469.99,0.05,2026-04-01 01:59:18.974759,PostgreSQl Server,892.98,47792.52,771.21,671.38,3280.05,3351.91
350,2,20,1,599.99,0.07,2026-04-01 01:59:18.974759,PostgreSQl Server,557.99,29863.77,481.9,419.52,2049.58,2094.49
350,3,3,1,999.99,0.07,2026-04-01 01:59:18.974759,PostgreSQl Server,929.99,49773.31,803.17,699.2,3415.99,3490.83
351,1,4,2,2899.99,0.05,2026-04-01 01:59:18.974759,PostgreSQl Server,5509.98,294895.58,4758.6,4142.61,20238.98,20682.4
351,2,24,2,549.99,0.1,2026-04-01 01:59:18.974759,PostgreSQl Server,989.98,52983.99,854.98,744.3,3636.35,3716.01
351,3,20,1,599.99,0.2,2026-04-01 01:59:18.974759,PostgreSQl Server,479.99,25689.19,414.53,360.87,1763.08,1801.7
351,4,22,2,269.99,0.07,2026-04-01 01:59:18.974759,PostgreSQl Server,502.18,26876.81,433.7,377.56,1844.58,1885.0
352,1,11,1,1680.99,0.2,2026-04-01 01:59:18.974759,PostgreSQl Server,1344.79,71973.51,1161.4,1011.06,4939.62,5047.84
352,2,14,1,269.99,0.2,2026-04-01 01:59:18.974759,PostgreSQl Server,215.99,11559.84,186.54,162.39,793.36,810.75
353,1,2,2,749.99,0.2,2026-04-01 01:59:18.974759,PostgreSQl Server,1199.98,64223.25,1036.34,902.19,4407.71,4504.27
354,1,21,1,269.99,0.2,2026-04-01 01:59:18.974759,PostgreSQl Server,215.99,11559.84,186.54,162.39,793.36,810.75
354,2,19,1,449.0,0.05,2026-04-01 01:59:18.974759,PostgreSQl Server,426.55,22829.07,368.38,320.7,1566.78,1601.11
355,1,16,1,599.99,0.1,2026-04-01 01:59:18.974759,PostgreSQl Server,539.99,28900.41,466.35,405.98,1983.46,2026.92
355,2,14,2,269.99,0.07,2026-04-01 01:59:18.974759,PostgreSQl Server,502.18,26876.81,433.7,377.56,1844.58,1885.0
356,1,23,2,299.99,0.05,2026-04-01 01:59:18.974759,PostgreSQl Server,569.98,30505.48,492.25,428.53,2093.62,2139.49
356,2,4,1,2899.99,0.05,2026-04-01 01:59:18.974759,PostgreSQl Server,2754.99,147447.79,2379.3,2071.3,10119.49,10341.2
356,3,13,1,269.99,0.05,2026-04-01 01:59:18.974759,PostgreSQl Server,256.49,13727.41,221.51,192.84,942.13,962.77
357,1,17,2,429.0,0.05,2026-04-01 01:59:18.974759,PostgreSQl Server,815.1,43624.37,703.95,612.82,2993.98,3059.58
357,2,21,2,269.99,0.07,2026-04-01 01:59:18.974759,PostgreSQl Server,502.18,26876.81,433.7,377.56,1844.58,1885.0
357,3,24,1,549.99,0.07,2026-04-01 01:59:18.974759,PostgreSQl Server,511.49,27375.08,441.74,384.56,1878.78,1919.94
357,4,9,1,2999.99,0.05,2026-04-01 01:59:18.974759,PostgreSQl Server,2849.99,152532.21,2461.34,2142.73,10468.44,10697.79
358,1,21,2,269.99,0.1,2026-04-01 01:59:18.974759,PostgreSQl Server,485.98,26009.78,419.71,365.38,1785.08,1824.19
358,2,6,2,469.99,0.07,2026-04-01 01:59:18.974759,PostgreSQl Server,874.18,46786.34,754.97,657.24,3210.99,3281.34
358,3,8,2,1799.99,0.05,2026-04-01 01:59:18.974759,PostgreSQl Server,3419.98,183038.23,2953.6,2571.27,12562.1,12837.32
358,4,18,2,449.0,0.1,2026-04-01 01:59:18.974759,PostgreSQl Server,808.2,43255.08,697.99,607.63,2968.64,3033.68
359,1,15,2,529.99,0.07,2026-04-01 01:59:18.974759,PostgreSQl Server,985.78,52759.2,851.35,741.15,3620.92,3700.25
359,2,9,2,2999.99,0.07,2026-04-01 01:59:18.974759,PostgreSQl Server,5579.98,298642.0,4819.05,4195.24,20496.1,20945.15
359,3,7,2,3999.99,0.2,2026-04-01 01:59:18.974759,PostgreSQl Server,6399.98,342528.61,5527.23,4811.74,23508.09,24023.12
360,1,26,1,599.99,0.05,2026-04-01 01:59:18.974759,PostgreSQl Server,569.99,30506.01,492.26,428.54,2093.66,2139.53
360,2,7,2,3999.99,0.2,2026-04-01 01:59:18.974759,PostgreSQl Server,6399.98,342528.61,5527.23,4811.74,23508.09,24023.12
360,3,13,2,269.99,0.05,2026-04-01 01:59:18.974759,PostgreSQl Server,512.98,27454.82,443.03,385.68,1884.25,1925.53
360,4,25,1,499.99,0.1,2026-04-01 01:59:18.974759,PostgreSQl Server,449.99,24083.58,388.63,338.32,1652.88,1689.09
361,1,24,2,549.99,0.05,2026-04-01 01:59:18.974759,PostgreSQl Server,1044.98,55927.6,902.48,785.65,3838.37,3922.46
361,2,6,2,469.99,0.1,2026-04-01 01:59:18.974759,PostgreSQl Server,845.98,45277.07,730.62,636.04,3107.41,3175.49
361,3,11,1,1680.99,0.1,2026-04-01 01:59:18.974759,PostgreSQl Server,1512.89,80970.27,1306.58,1137.45,5557.07,5678.82
362,1,2,1,749.99,0.07,2026-04-01 01:59:18.974759,PostgreSQl Server,697.49,37329.85,602.37,524.4,2561.99,2618.12
363,1,21,2,269.99,0.1,2026-04-01 01:59:18.974759,PostgreSQl Server,485.98,26009.78,419.71,365.38,1785.08,1824.19
363,2,14,1,269.99,0.07,2026-04-01 01:59:18.974759,PostgreSQl Server,251.09,13438.4,216.85,188.78,922.29,942.5
363,3,15,1,529.99,0.1,2026-04-01 01:59:18.974759,PostgreSQl Server,476.99,25528.63,411.94,358.62,1752.06,1790.44
363,4,20,1,599.99,0.2,2026-04-01 01:59:18.974759,PostgreSQl Server,479.99,25689.19,414.53,360.87,1763.08,1801.7
364,1,25,2,499.99,0.05,2026-04-01 01:59:18.974759,PostgreSQl Server,949.98,50843.18,820.43,714.23,3489.42,3565.87
365,1,24,2,549.99,0.07,2026-04-01 01:59:18.974759,PostgreSQl Server,1022.98,54750.16,883.48,769.11,3757.56,3839.88
366,1,21,1,269.99,0.1,2026-04-01 01:59:18.974759,PostgreSQl Server,242.99,13004.89,209.85,182.69,892.54,912.09
366,2,4,1,2899.99,0.07,2026-04-01 01:59:18.974759,PostgreSQl Server,2696.99,144343.61,2329.21,2027.7,9906.45,10123.49
366,3,16,2,599.99,0.2,2026-04-01 01:59:18.974759,PostgreSQl Server,959.98,51378.38,829.07,721.75,3526.15,3603.4
367,1,26,2,599.99,0.1,2026-04-01 01:59:18.974759,PostgreSQl Server,1079.98,57800.81,932.71,811.97,3966.93,4053.84
367,2,14,1,269.99,0.05,2026-04-01 01:59:18.974759,PostgreSQl Server,256.49,13727.41,221.51,192.84,942.13,962.77
367,3,10,2,1549.0,0.05,2026-04-01 01:59:18.974759,PostgreSQl Server,2943.1,157515.49,2541.76,2212.73,10810.45,11047.29
368,1,5,1,1320.99,0.2,2026-04-01 01:59:18.974759,PostgreSQl Server,1056.79,56559.68,912.68,794.53,3881.75,3966.79
368,2,10,2,1549.0,0.2,2026-04-01 01:59:18.974759,PostgreSQl Server,2478.4,132644.62,2140.43,1863.35,9103.53,9302.98
368,3,21,2,269.99,0.1,2026-04-01 01:59:18.974759,PostgreSQl Server,485.98,26009.78,419.71,365.38,1785.08,1824.19
368,4,19,1,449.0,0.05,2026-04-01 01:59:18.974759,PostgreSQl Server,426.55,22829.07,368.38,320.7,1566.78,1601.11
369,1,10,2,1549.0,0.07,2026-04-01 01:59:18.974759,PostgreSQl Server,2881.14,154199.37,2488.24,2166.15,10582.86,10814.72
370,1,25,2,499.99,0.05,2026-04-01 01:59:18.974759,PostgreSQl Server,949.98,50843.18,820.43,714.23,3489.42,3565.87
370,2,4,2,2899.99,0.1,2026-04-01 01:59:18.974759,PostgreSQl Server,5219.98,279374.7,4508.14,3924.57,19173.77,19593.85
371,1,14,1,269.99,0.2,2026-04-01 01:59:18.974759,PostgreSQl Server,215.99,11559.84,186.54,162.39,793.36,810.75
371,2,12,1,549.99,0.2,2026-04-01 01:59:18.974759,PostgreSQl Server,439.99,23548.38,379.99,330.8,1616.15,1651.56
372,1,11,1,1680.99,0.05,2026-04-01 01:59:18.974759,PostgreSQl Server,1596.94,85468.65,1379.17,1200.64,5865.8,5994.31
372,2,14,2,269.99,0.1,2026-04-01 01:59:18.974759,PostgreSQl Server,485.98,26009.78,419.71,365.38,1785.08,1824.19
372,3,5,1,1320.99,0.1,2026-04-01 01:59:18.974759,PostgreSQl Server,1188.89,63629.71,1026.76,893.85,4366.97,4462.65
373,1,8,2,1799.99,0.05,2026-04-01 01:59:18.974759,PostgreSQl Server,3419.98,183038.23,2953.6,2571.27,12562.1,12837.32
373,2,22,1,269.99,0.1,2026-04-01 01:59:18.974759,PostgreSQl Server,242.99,13004.89,209.85,182.69,892.54,912.09
