order_id,customer_id,order_status,order_date,required_date,shipped_date,store_id,staff_id,extraction_timestamp,data_source,order_status_name,latency_days,is_late_delivery,delivery_status,store_state,store_name,customer_state,is_local_customer,locality
356,1189,4,2016-08-04,2016-08-07,2016-08-06,2,6,2026-04-01 01:59:19.049783,PostgreSQl Server,Completed,2,0,On Time,NY,Baldwin Bikes,NY,1,Local
358,1042,4,2016-08-05,2016-08-07,2016-08-07,2,7,2026-04-01 01:59:19.049783,PostgreSQl Server,Completed,2,0,On Time,NY,Baldwin Bikes,NY,1,Local
359,441,4,2016-08-07,2016-08-10,2016-08-10,2,7,2026-04-01 01:59:19.049783,PostgreSQl Server,Completed,3,0,On Time,NY,Baldwin Bikes,NY,1,Local
360,1300,4,2016-08-07,2016-08-09,2016-08-10,2,6,2026-04-01 01:59:19.049783,PostgreSQl Server,Completed,3,1,Late,NY,Baldwin Bikes,NY,1,Local
361,994,4,2016-08-08,2016-08-09,2016-08-11,2,6,2026-04-01 01:59:19.049783,PostgreSQl Server,Completed,3,1,Late,NY,Baldwin Bikes,NY,1,Local
362,187,4,2016-08-09,2016-08-11,2016-08-11,1,2,2026-04-01 01:59:19.049783,PostgreSQl Server,Completed,2,0,On Time,CA,Santa Cruz Bikes,CA,1,Local
363,834,4,2016-08-11,2016-08-12,2016-08-13,3,8,2026-04-01 01:59:19.049783,PostgreSQl Server,Completed,2,1,Late,TX,Rowlett Bikes,TX,1,Local
364,373,4,2016-08-12,2016-08-14,2016-08-13,2,6,2026-04-01 01:59:19.049783,PostgreSQl Server,Completed,1,0,On Time,NY,Baldwin Bikes,NY,1,Local
365,981,4,2016-08-13,2016-08-14,2016-08-15,2,6,2026-04-01 01:59:19.049783,PostgreSQl Server,Completed,2,1,Late,NY,Baldwin Bikes,NY,1,Local
366,1054,4,2016-08-13,2016-08-14,2016-08-14,3,9,2026-04-01 01:59:19.049783,PostgreSQl Server,Completed,1,0,On Time,TX,Rowlett Bikes,TX,1,Local
367,527,4,2016-08-14,2016-08-15,2016-08-15,2,7,2026-04-01 01:59:19.049783,PostgreSQl Server,Completed,1,0,On Time,NY,Baldwin Bikes,NY,1,Local
368,995,4,2016-08-14,2016-08-15,2016-08-17,2,7,2026-04-01 01:59:19.049783,PostgreSQl Server,Completed,3,1,Late,NY,Baldwin Bikes,NY,1,Local
369,1285,4,2016-08-15,2016-08-18,2016-08-18,1,3,2026-04-01 01:59:19.049783,PostgreSQl Server,Completed,3,0,On Time,CA,Santa Cruz Bikes,CA,1,Local
370,758,4,2016-08-15,2016-08-18,2016-08-18,2,7,2026-04-01 01:59:19.049783,PostgreSQl Server,Completed,3,0,On Time,NY,Baldwin Bikes,NY,1,Local
371,891,4,2016-08-15,2016-08-16,2016-08-18,2,7,2026-04-01 01:59:19.049783,PostgreSQl Server,Completed,3,1,Late,NY,Baldwin Bikes,NY,1,Local
372,132,4,2016-08-16,2016-08-18,2016-08-18,2,6,2026-04-01 01:59:19.049783,PostgreSQl Server,Completed,2,0,On Time,NY,Baldwin Bikes,NY,1,Local
373,337,4,2016-08-16,2016-08-19,2016-08-17,2,7,2026-04-01 01:59:19.049783,PostgreSQl Server,Completed,1,0,On Time,NY,Baldwin Bikes,NY,1,Local
374,1313,4,2016-08-17,2016-08-19,2016-08-18,1,2,2026-04-01 01:59:19.049783,PostgreSQl Server,Completed,1,0,On Time,CA,Santa Cruz Bikes,CA,1,Local
375,536,4,2016-08-17,2016-08-20,2016-08-20,2,7,2026-04-01 01:59:19.049783,PostgreSQl Server,Completed,3,0,On Time,NY,Baldwin Bikes,NY,1,Local
376,825,4,2016-08-17,2016-08-19,2016-08-18,2,6,2026-04-01 01:59:19.049783,PostgreSQl Server,Completed,1,0,On Time,NY,Baldwin Bikes,NY,1,Local
377,1355,4,2016-08-17,2016-08-19,2016-08-20,2,6,2026-04-01 01:59:19.049783,PostgreSQl Server,Completed,3,1,Late,NY,Baldwin Bikes,NY,1,Local
378,475,4,2016-08-17,2016-08-20,2016-08-20,3,9,2026-04-01 01:59:19.049783,PostgreSQl Server,Completed,3,0,On Time,TX,Rowlett Bikes,TX,1,Local
379,954,4,2016-08-18,2016-08-21,2016-08-21,2,7,2026-04-01 01:59:19.049783,PostgreSQl Server,Completed,3,0,On Time,NY,Baldwin Bikes,NY,1,Local
380,1156,4,2016-08-19,2016-08-20,2016-08-21,2,7,2026-04-01 01:59:19.049783,PostgreSQl Server,Completed,2,1,Late,NY,Baldwin Bikes,NY,1,Local
381,1297,4,2016-08-19,2016-08-21,2016-08-21,2,7,2026-04-01 01:59:19.049783,PostgreSQl Server,Completed,2,0,On Time,NY,Baldwin Bikes,NY,1,Local
382,199,4,2016-08-20,2016-08-23,2016-08-23,2,6,2026-04-01 01:59:19.049783,PostgreSQl Server,Completed,3,0,On Time,NY,Baldwin Bikes,NY,1,Local
383,331,4,2016-08-20,2016-08-23,2016-08-22,2,7,2026-04-01 01:59:19.049783,PostgreSQl Server,Completed,2,0,On Time,NY,Baldwin Bikes,NY,1,Local
384,410,4,2016-08-20,2016-08-22,2016-08-23,2,7,2026-04-01 01:59:19.049783,PostgreSQl Server,Completed,3,1,Late,NY,Baldwin Bikes,NY,1,Local
385,1274,4,2016-08-20,2016-08-23,2016-08-22,2,7,2026-04-01 01:59:19.049783,PostgreSQl Server,Completed,2,0,On Time,NY,Baldwin Bikes,NY,1,Local
386,1362,4,2016-08-20,2016-08-23,2016-08-23,2,6,2026-04-01 01:59:19.049783,PostgreSQl Server,Completed,3,0,On Time,NY,Baldwin Bikes,NY,1,Local
387,451,4,2016-08-20,2016-08-21,2016-08-21,3,8,2026-04-01 01:59:19.049783,PostgreSQl Server,Completed,1,0,On Time,TX,Rowlett Bikes,TX,1,Local
388,1080,4,2016-08-21,2016-08-24,2016-08-23,3,8,2026-04-01 01:59:19.049783,PostgreSQl Server,Completed,2,0,On Time,TX,Rowlett Bikes,TX,1,Local
389,53,4,2016-08-22,2016-08-24,2016-08-25,1,3,2026-04-01 01:59:19.049783,PostgreSQl Server,Completed,3,1,Late,CA,Santa Cruz Bikes,CA,1,Local
390,576,4,2016-08-22,2016-08-24,2016-08-25,3,9,2026-04-01 01:59:19.049783,PostgreSQl Server,Completed,3,1,Late,TX,Rowlett Bikes,TX,1,Local
392,176,4,2016-08-23,2016-08-26,2016-08-24,1,3,2026-04-01 01:59:19.049783,PostgreSQl Server,Completed,1,0,On Time,CA,Santa Cruz Bikes,CA,1,Local
393,368,4,2016-08-25,2016-08-26,2016-08-27,2,6,2026-04-01 01:59:19.049783,PostgreSQl Server,Completed,2,1,Late,NY,Baldwin Bikes,NY,1,Local
394,522,4,2016-08-26,2016-08-28,2016-08-29,1,3,2026-04-01 01:59:19.049783,PostgreSQl Server,Completed,3,1,Late,CA,Santa Cruz Bikes,CA,1,Local
395,144,4,2016-08-26,2016-08-27,2016-08-29,2,6,2026-04-01 01:59:19.049783,PostgreSQl Server,Completed,3,1,Late,NY,Baldwin Bikes,NY,1,Local
396,542,4,2016-08-27,2016-08-30,2016-08-29,2,6,2026-04-01 01:59:19.049783,PostgreSQl Server,Completed,2,0,On Time,NY,Baldwin Bikes,NY,1,Local
397,1437,4,2016-08-28,2016-08-31,2016-08-29,2,7,2026-04-01 01:59:19.049783,PostgreSQl Server,Completed,1,0,On Time,NY,Baldwin Bikes,NY,1,Local
398,447,4,2016-08-29,2016-08-30,2016-09-01,1,2,2026-04-01 01:59:19.049783,PostgreSQl Server,Completed,3,1,Late,CA,Santa Cruz Bikes,CA,1,Local
399,1001,4,2016-08-29,2016-09-01,2016-09-01,2,7,2026-04-01 01:59:19.049783,PostgreSQl Server,Completed,3,0,On Time,NY,Baldwin Bikes,NY,1,Local
400,1295,4,2016-08-29,2016-08-30,2016-08-31,2,6,2026-04-01 01:59:19.049783,PostgreSQl Server,Completed,2,1,Late,NY,Baldwin Bikes,NY,1,Local
401,103,4,2016-08-30,2016-09-02,2016-09-01,2,6,2026-04-01 01:59:19.049783,PostgreSQl Server,Completed,2,0,On Time,NY,Baldwin Bikes,NY,1,Local
402,1335,4,2016-08-30,2016-09-01,2016-08-31,2,6,2026-04-01 01:59:19.049783,PostgreSQl Server,Completed,1,0,On Time,NY,Baldwin Bikes,NY,1,Local
403,578,4,2016-08-31,2016-09-01,2016-09-02,1,3,2026-04-01 01:59:19.049783,PostgreSQl Server,Completed,2,1,Late,CA,Santa Cruz Bikes,CA,1,Local
404,396,4,2016-08-31,2016-09-03,2016-09-01,2,7,2026-04-01 01:59:19.049783,PostgreSQl Server,Completed,1,0,On Time,NY,Baldwin Bikes,NY,1,Local
405,603,4,2016-08-31,2016-09-01,2016-09-01,2,6,2026-04-01 01:59:19.049783,PostgreSQl Server,Completed,1,0,On Time,NY,Baldwin Bikes,NY,1,Local
406,1380,4,2016-08-31,2016-09-02,2016-09-01,2,7,2026-04-01 01:59:19.049783,PostgreSQl Server,Completed,1,0,On Time,NY,Baldwin Bikes,NY,1,Local
408,1071,4,2016-09-01,2016-09-02,2016-09-02,1,2,2026-04-01 01:59:19.049783,PostgreSQl Server,Completed,1,0,On Time,CA,Santa Cruz Bikes,CA,1,Local
409,416,4,2016-09-01,2016-09-04,2016-09-04,2,7,2026-04-01 01:59:19.049783,PostgreSQl Server,Completed,3,0,On Time,NY,Baldwin Bikes,NY,1,Local
410,1151,4,2016-09-01,2016-09-03,2016-09-02,2,6,2026-04-01 01:59:19.049783,PostgreSQl Server,Completed,1,0,On Time,NY,Baldwin Bikes,NY,1,Local
411,261,4,2016-09-02,2016-09-04,2016-09-04,1,3,2026-04-01 01:59:19.049783,PostgreSQl Server,Completed,2,0,On Time,CA,Santa Cruz Bikes,CA,1,Local
412,1202,4,2016-09-02,2016-09-04,2016-09-04,1,3,2026-04-01 01:59:19.049783,PostgreSQl Server,Completed,2,0,On Time,CA,Santa Cruz Bikes,CA,1,Local
413,717,4,2016-09-02,2016-09-05,2016-09-03,2,6,2026-04-01 01:59:19.049783,PostgreSQl Server,Completed,1,0,On Time,NY,Baldwin Bikes,NY,1,Local
414,917,4,2016-09-03,2016-09-06,2016-09-06,2,7,2026-04-01 01:59:19.049783,PostgreSQl Server,Completed,3,0,On Time,NY,Baldwin Bikes,NY,1,Local
415,1265,4,2016-09-03,2016-09-06,2016-09-06,2,7,2026-04-01 01:59:19.049783,PostgreSQl Server,Completed,3,0,On Time,NY,Baldwin Bikes,NY,1,Local
416,1377,4,2016-09-03,2016-09-04,2016-09-06,2,7,2026-04-01 01:59:19.049783,PostgreSQl Server,Completed,3,1,Late,NY,Baldwin Bikes,NY,1,Local
417,359,4,2016-09-04,2016-09-05,2016-09-06,1,3,2026-04-01 01:59:19.049783,PostgreSQl Server,Completed,2,1,Late,CA,Santa Cruz Bikes,CA,1,Local
418,88,4,2016-09-04,2016-09-05,2016-09-05,2,6,2026-04-01 01:59:19.049783,PostgreSQl Server,Completed,1,0,On Time,NY,Baldwin Bikes,NY,1,Local
419,14,4,2016-09-04,2016-09-07,2016-09-06,3,8,2026-04-01 01:59:19.049783,PostgreSQl Server,Completed,2,0,On Time,TX,Rowlett Bikes,TX,1,Local
420,72,4,2016-09-05,2016-09-06,2016-09-07,1,3,2026-04-01 01:59:19.049783,PostgreSQl Server,Completed,2,1,Late,CA,Santa Cruz Bikes,CA,1,Local
421,240,4,2016-09-05,2016-09-06,2016-09-08,1,3,2026-04-01 01:59:19.049783,PostgreSQl Server,Completed,3,1,Late,CA,Santa Cruz Bikes,CA,1,Local
422,398,4,2016-09-06,2016-09-07,2016-09-09,2,6,2026-04-01 01:59:19.049783,PostgreSQl Server,Completed,3,1,Late,NY,Baldwin Bikes,NY,1,Local
423,1397,4,2016-09-06,2016-09-09,2016-09-09,2,7,2026-04-01 01:59:19.049783,PostgreSQl Server,Completed,3,0,On Time,NY,Baldwin Bikes,NY,1,Local
424,67,4,2016-09-08,2016-09-11,2016-09-11,1,3,2026-04-01 01:59:19.049783,PostgreSQl Server,Completed,3,0,On Time,CA,Santa Cruz Bikes,CA,1,Local
425,843,4,2016-09-08,2016-09-11,2016-09-11,2,6,2026-04-01 01:59:19.049783,PostgreSQl Server,Completed,3,0,On Time,NY,Baldwin Bikes,NY,1,Local
426,944,4,2016-09-08,2016-09-10,2016-09-10,2,6,2026-04-01 01:59:19.049783,PostgreSQl Server,Completed,2,0,On Time,NY,Baldwin Bikes,NY,1,Local
427,434,4,2016-09-09,2016-09-10,2016-09-11,1,2,2026-04-01 01:59:19.049783,PostgreSQl Server,Completed,2,1,Late,CA,Santa Cruz Bikes,CA,1,Local
428,1039,4,2016-09-09,2016-09-12,2016-09-10,2,6,2026-04-01 01:59:19.049783,PostgreSQl Server,Completed,1,0,On Time,NY,Baldwin Bikes,NY,1,Local
429,153,4,2016-09-10,2016-09-12,2016-09-12,3,8,2026-04-01 01:59:19.049783,PostgreSQl Server,Completed,2,0,On Time,TX,Rowlett Bikes,TX,1,Local
430,272,4,2016-09-11,2016-09-13,2016-09-12,2,6,2026-04-01 01:59:19.049783,PostgreSQl Server,Completed,1,0,On Time,NY,Baldwin Bikes,NY,1,Local
431,1217,4,2016-09-11,2016-09-12,2016-09-12,2,6,2026-04-01 01:59:19.049783,PostgreSQl Server,Completed,1,0,On Time,NY,Baldwin Bikes,NY,1,Local
432,169,4,2016-09-12,2016-09-15,2016-09-14,1,2,2026-04-01 01:59:19.049783,PostgreSQl Server,Completed,2,0,On Time,CA,Santa Cruz Bikes,CA,1,Local
433,1062,4,2016-09-12,2016-09-15,2016-09-13,2,6,2026-04-01 01:59:19.049783,PostgreSQl Server,Completed,1,0,On Time,NY,Baldwin Bikes,NY,1,Local
434,726,4,2016-09-13,2016-09-15,2016-09-14,2,6,2026-04-01 01:59:19.049783,PostgreSQl Server,Completed,1,0,On Time,NY,Baldwin Bikes,NY,1,Local
435,77,4,2016-09-14,2016-09-15,2016-09-16,3,9,2026-04-01 01:59:19.049783,PostgreSQl Server,Completed,2,1,Late,TX,Rowlett Bikes,TX,1,Local
436,791,4,2016-09-16,2016-09-19,2016-09-19,2,7,2026-04-01 01:59:19.049783,PostgreSQl Server,Completed,3,0,On Time,NY,Baldwin Bikes,NY,1,Local
437,1085,4,2016-09-16,2016-09-18,2016-09-18,2,7,2026-04-01 01:59:19.049783,PostgreSQl Server,Completed,2,0,On Time,NY,Baldwin Bikes,NY,1,Local
438,314,4,2016-09-16,2016-09-19,2016-09-18,3,8,2026-04-01 01:59:19.049783,PostgreSQl Server,Completed,2,0,On Time,TX,Rowlett Bikes,TX,1,Local
439,149,4,2016-09-17,2016-09-20,2016-09-18,2,6,2026-04-01 01:59:19.049783,PostgreSQl Server,Completed,1,0,On Time,NY,Baldwin Bikes,NY,1,Local
440,882,4,2016-09-17,2016-09-18,2016-09-19,2,7,2026-04-01 01:59:19.049783,PostgreSQl Server,Completed,2,1,Late,NY,Baldwin Bikes,NY,1,Local
441,704,4,2016-09-18,2016-09-19,2016-09-19,1,2,2026-04-01 01:59:19.049783,PostgreSQl Server,Completed,1,0,On Time,CA,Santa Cruz Bikes,CA,1,Local
442,667,4,2016-09-18,2016-09-21,2016-09-21,2,7,2026-04-01 01:59:19.049783,PostgreSQl Server,Completed,3,0,On Time,NY,Baldwin Bikes,NY,1,Local
443,1371,4,2016-09-18,2016-09-19,2016-09-20,2,6,2026-04-01 01:59:19.049783,PostgreSQl Server,Completed,2,1,Late,NY,Baldwin Bikes,NY,1,Local
444,30,4,2016-09-19,2016-09-20,2016-09-21,1,2,2026-04-01 01:59:19.049783,PostgreSQl Server,Completed,2,1,Late,CA,Santa Cruz Bikes,CA,1,Local
445,362,4,2016-09-19,2016-09-22,2016-09-22,2,6,2026-04-01 01:59:19.049783,PostgreSQl Server,Completed,3,0,On Time,NY,Baldwin Bikes,NY,1,Local
446,399,4,2016-09-19,2016-09-21,2016-09-20,2,7,2026-04-01 01:59:19.049783,PostgreSQl Server,Completed,1,0,On Time,NY,Baldwin Bikes,NY,1,Local
447,808,4,2016-09-20,2016-09-23,2016-09-22,3,8,2026-04-01 01:59:19.049783,PostgreSQl Server,Completed,2,0,On Time,TX,Rowlett Bikes,TX,1,Local
448,101,4,2016-09-21,2016-09-22,2016-09-24,2,6,2026-04-01 01:59:19.049783,PostgreSQl Server,Completed,3,1,Late,NY,Baldwin Bikes,NY,1,Local
449,492,4,2016-09-21,2016-09-24,2016-09-22,2,7,2026-04-01 01:59:19.049783,PostgreSQl Server,Completed,1,0,On Time,NY,Baldwin Bikes,NY,1,Local
450,575,4,2016-09-21,2016-09-24,2016-09-23,2,7,2026-04-01 01:59:19.049783,PostgreSQl Server,Completed,2,0,On Time,NY,Baldwin Bikes,NY,1,Local
451,1146,4,2016-09-21,2016-09-23,2016-09-22,2,7,2026-04-01 01:59:19.049783,PostgreSQl Server,Completed,1,0,On Time,NY,Baldwin Bikes,NY,1,Local
452,997,4,2016-09-22,2016-09-23,2016-09-24,2,7,2026-04-01 01:59:19.049783,PostgreSQl Server,Completed,2,1,Late,NY,Baldwin Bikes,NY,1,Local
453,1028,4,2016-09-22,2016-09-24,2016-09-25,2,7,2026-04-01 01:59:19.049783,PostgreSQl Server,Completed,3,1,Late,NY,Baldwin Bikes,NY,1,Local
454,988,4,2016-09-23,2016-09-25,2016-09-26,2,6,2026-04-01 01:59:19.049783,PostgreSQl Server,Completed,3,1,Late,NY,Baldwin Bikes,NY,1,Local
455,1055,4,2016-09-23,2016-09-24,2016-09-24,2,7,2026-04-01 01:59:19.049783,PostgreSQl Server,Completed,1,0,On Time,NY,Baldwin Bikes,NY,1,Local
456,1061,4,2016-09-23,2016-09-26,2016-09-25,3,9,2026-04-01 01:59:19.049783,PostgreSQl Server,Completed,2,0,On Time,TX,Rowlett Bikes,TX,1,Local
457,1349,4,2016-09-24,2016-09-27,2016-09-27,1,3,2026-04-01 01:59:19.049783,PostgreSQl Server,Completed,3,0,On Time,CA,Santa Cruz Bikes,CA,1,Local
458,197,4,2016-09-25,2016-09-28,2016-09-26,2,6,2026-04-01 01:59:19.049783,PostgreSQl Server,Completed,1,0,On Time,NY,Baldwin Bikes,NY,1,Local
459,874,4,2016-09-25,2016-09-28,2016-09-26,2,6,2026-04-01 01:59:19.049783,PostgreSQl Server,Completed,1,0,On Time,NY,Baldwin Bikes,NY,1,Local
460,691,4,2016-09-25,2016-09-27,2016-09-26,3,8,2026-04-01 01:59:19.049783,PostgreSQl Server,Completed,1,0,On Time,TX,Rowlett Bikes,TX,1,Local
461,853,4,2016-09-26,2016-09-27,2016-09-27,2,7,2026-04-01 01:59:19.049783,PostgreSQl Server,Completed,1,0,On Time,NY,Baldwin Bikes,NY,1,Local
462,852,4,2016-09-27,2016-09-28,2016-09-29,2,6,2026-04-01 01:59:19.049783,PostgreSQl Server,Completed,2,1,Late,NY,Baldwin Bikes,NY,1,Local
463,964,4,2016-09-27,2016-09-28,2016-09-28,3,8,2026-04-01 01:59:19.049783,PostgreSQl Server,Completed,1,0,On Time,TX,Rowlett Bikes,TX,1,Local
464,74,4,2016-09-28,2016-09-30,2016-09-29,2,7,2026-04-01 01:59:19.049783,PostgreSQl Server,Completed,1,0,On Time,NY,Baldwin Bikes,NY,1,Local
465,1198,4,2016-09-28,2016-10-01,2016-10-01,2,6,2026-04-01 01:59:19.049783,PostgreSQl Server,Completed,3,0,On Time,NY,Baldwin Bikes,NY,1,Local
466,1440,4,2016-09-28,2016-09-29,2016-10-01,2,7,2026-04-01 01:59:19.049783,PostgreSQl Server,Completed,3,1,Late,NY,Baldwin Bikes,NY,1,Local
467,555,4,2016-09-28,2016-09-30,2016-09-30,3,8,2026-04-01 01:59:19.049783,PostgreSQl Server,Completed,2,0,On Time,TX,Rowlett Bikes,TX,1,Local
468,1261,4,2016-09-29,2016-10-02,2016-09-30,1,3,2026-04-01 01:59:19.049783,PostgreSQl Server,Completed,1,0,On Time,CA,Santa Cruz Bikes,CA,1,Local
469,1089,4,2016-09-29,2016-10-02,2016-10-02,2,7,2026-04-01 01:59:19.049783,PostgreSQl Server,Completed,3,0,On Time,NY,Baldwin Bikes,NY,1,Local
470,641,4,2016-09-30,2016-10-02,2016-10-02,1,3,2026-04-01 01:59:19.049783,PostgreSQl Server,Completed,2,0,On Time,CA,Santa Cruz Bikes,CA,1,Local
471,697,4,2016-09-30,2016-10-02,2016-10-01,1,3,2026-04-01 01:59:19.049783,PostgreSQl Server,Completed,1,0,On Time,CA,Santa Cruz Bikes,CA,1,Local
472,468,4,2016-09-30,2016-10-01,2016-10-01,2,7,2026-04-01 01:59:19.049783,PostgreSQl Server,Completed,1,0,On Time,NY,Baldwin Bikes,NY,1,Local
473,549,4,2016-09-30,2016-10-02,2016-10-03,2,7,2026-04-01 01:59:19.049783,PostgreSQl Server,Completed,3,1,Late,NY,Baldwin Bikes,NY,1,Local
474,553,4,2016-10-01,2016-10-04,2016-10-04,1,3,2026-04-01 01:59:19.049783,PostgreSQl Server,Completed,3,0,On Time,CA,Santa Cruz Bikes,CA,1,Local
475,241,4,2016-10-01,2016-10-04,2016-10-03,2,7,2026-04-01 01:59:19.049783,PostgreSQl Server,Completed,2,0,On Time,NY,Baldwin Bikes,NY,1,Local
476,559,4,2016-10-01,2016-10-04,2016-10-02,2,6,2026-04-01 01:59:19.049783,PostgreSQl Server,Completed,1,0,On Time,NY,Baldwin Bikes,NY,1,Local
477,449,4,2016-10-02,2016-10-05,2016-10-04,1,2,2026-04-01 01:59:19.049783,PostgreSQl Server,Completed,2,0,On Time,CA,Santa Cruz Bikes,CA,1,Local
478,304,4,2016-10-02,2016-10-05,2016-10-03,2,7,2026-04-01 01:59:19.049783,PostgreSQl Server,Completed,1,0,On Time,NY,Baldwin Bikes,NY,1,Local
479,984,4,2016-10-03,2016-10-04,2016-10-04,2,6,2026-04-01 01:59:19.049783,PostgreSQl Server,Completed,1,0,On Time,NY,Baldwin Bikes,NY,1,Local
480,686,4,2016-10-04,2016-10-07,2016-10-05,1,3,2026-04-01 01:59:19.049783,PostgreSQl Server,Completed,1,0,On Time,CA,Santa Cruz Bikes,CA,1,Local
481,481,4,2016-10-04,2016-10-07,2016-10-06,3,9,2026-04-01 01:59:19.049783,PostgreSQl Server,Completed,2,0,On Time,TX,Rowlett Bikes,TX,1,Local
482,513,4,2016-10-05,2016-10-06,2016-10-06,2,6,2026-04-01 01:59:19.049783,PostgreSQl Server,Completed,1,0,On Time,NY,Baldwin Bikes,NY,1,Local
483,703,4,2016-10-06,2016-10-07,2016-10-09,1,2,2026-04-01 01:59:19.049783,PostgreSQl Server,Completed,3,1,Late,CA,Santa Cruz Bikes,CA,1,Local
484,421,4,2016-10-06,2016-10-09,2016-10-07,2,7,2026-04-01 01:59:19.049783,PostgreSQl Server,Completed,1,0,On Time,NY,Baldwin Bikes,NY,1,Local
485,465,4,2016-10-06,2016-10-08,2016-10-07,2,7,2026-04-01 01:59:19.049783,PostgreSQl Server,Completed,1,0,On Time,NY,Baldwin Bikes,NY,1,Local
486,709,4,2016-10-06,2016-10-08,2016-10-09,2,7,2026-04-01 01:59:19.049783,PostgreSQl Server,Completed,3,1,Late,NY,Baldwin Bikes,NY,1,Local
487,827,4,2016-10-06,2016-10-09,2016-10-09,2,6,2026-04-01 01:59:19.049783,PostgreSQl Server,Completed,3,0,On Time,NY,Baldwin Bikes,NY,1,Local
488,921,4,2016-10-06,2016-10-09,2016-10-08,2,6,2026-04-01 01:59:19.049783,PostgreSQl Server,Completed,2,0,On Time,NY,Baldwin Bikes,NY,1,Local
489,899,4,2016-10-06,2016-10-08,2016-10-08,3,8,2026-04-01 01:59:19.049783,PostgreSQl Server,Completed,2,0,On Time,TX,Rowlett Bikes,TX,1,Local
490,876,4,2016-10-07,2016-10-10,2016-10-09,2,6,2026-04-01 01:59:19.049783,PostgreSQl Server,Completed,2,0,On Time,NY,Baldwin Bikes,NY,1,Local
491,1048,4,2016-10-08,2016-10-10,2016-10-11,1,2,2026-04-01 01:59:19.049783,PostgreSQl Server,Completed,3,1,Late,CA,Santa Cruz Bikes,CA,1,Local
492,191,4,2016-10-09,2016-10-10,2016-10-12,1,2,2026-04-01 01:59:19.049783,PostgreSQl Server,Completed,3,1,Late,CA,Santa Cruz Bikes,CA,1,Local
493,796,4,2016-10-09,2016-10-12,2016-10-11,1,3,2026-04-01 01:59:19.049783,PostgreSQl Server,Completed,2,0,On Time,CA,Santa Cruz Bikes,CA,1,Local
494,875,4,2016-10-09,2016-10-10,2016-10-11,2,6,2026-04-01 01:59:19.049783,PostgreSQl Server,Completed,2,1,Late,NY,Baldwin Bikes,NY,1,Local
495,712,4,2016-10-10,2016-10-12,2016-10-13,1,3,2026-04-01 01:59:19.049783,PostgreSQl Server,Completed,3,1,Late,CA,Santa Cruz Bikes,CA,1,Local
496,193,4,2016-10-10,2016-10-12,2016-10-11,2,6,2026-04-01 01:59:19.049783,PostgreSQl Server,Completed,1,0,On Time,NY,Baldwin Bikes,NY,1,Local
497,785,4,2016-10-10,2016-10-11,2016-10-11,2,6,2026-04-01 01:59:19.049783,PostgreSQl Server,Completed,1,0,On Time,NY,Baldwin Bikes,NY,1,Local
498,1331,4,2016-10-10,2016-10-12,2016-10-11,2,6,2026-04-01 01:59:19.049783,PostgreSQl Server,Completed,1,0,On Time,NY,Baldwin Bikes,NY,1,Local
499,260,4,2016-10-11,2016-10-14,2016-10-13,1,2,2026-04-01 01:59:19.049783,PostgreSQl Server,Completed,2,0,On Time,CA,Santa Cruz Bikes,CA,1,Local
500,148,4,2016-10-11,2016-10-12,2016-10-13,2,6,2026-04-01 01:59:19.049783,PostgreSQl Server,Completed,2,1,Late,NY,Baldwin Bikes,NY,1,Local
501,977,4,2016-10-11,2016-10-12,2016-10-13,2,7,2026-04-01 01:59:19.049783,PostgreSQl Server,Completed,2,1,Late,NY,Baldwin Bikes,NY,1,Local
502,401,4,2016-10-12,2016-10-13,2016-10-13,3,9,2026-04-01 01:59:19.049783,PostgreSQl Server,Completed,1,0,On Time,TX,Rowlett Bikes,TX,1,Local
503,932,4,2016-10-13,2016-10-16,2016-10-14,2,6,2026-04-01 01:59:19.049783,PostgreSQl Server,Completed,1,0,On Time,NY,Baldwin Bikes,NY,1,Local
504,1381,4,2016-10-14,2016-10-15,2016-10-15,1,2,2026-04-01 01:59:19.049783,PostgreSQl Server,Completed,1,0,On Time,CA,Santa Cruz Bikes,CA,1,Local
505,721,4,2016-10-14,2016-10-16,2016-10-17,2,6,2026-04-01 01:59:19.049783,PostgreSQl Server,Completed,3,1,Late,NY,Baldwin Bikes,NY,1,Local
506,831,4,2016-10-14,2016-10-16,2016-10-16,2,6,2026-04-01 01:59:19.049783,PostgreSQl Server,Completed,2,0,On Time,NY,Baldwin Bikes,NY,1,Local
507,1378,4,2016-10-15,2016-10-17,2016-10-17,1,3,2026-04-01 01:59:19.049783,PostgreSQl Server,Completed,2,0,On Time,CA,Santa Cruz Bikes,CA,1,Local
508,1359,4,2016-10-15,2016-10-18,2016-10-18,2,6,2026-04-01 01:59:19.049783,PostgreSQl Server,Completed,3,0,On Time,NY,Baldwin Bikes,NY,1,Local
509,235,4,2016-10-16,2016-10-17,2016-10-17,2,7,2026-04-01 01:59:19.049783,PostgreSQl Server,Completed,1,0,On Time,NY,Baldwin Bikes,NY,1,Local
510,586,4,2016-10-17,2016-10-18,2016-10-18,2,7,2026-04-01 01:59:19.049783,PostgreSQl Server,Completed,1,0,On Time,NY,Baldwin Bikes,NY,1,Local
511,377,4,2016-10-18,2016-10-20,2016-10-19,2,7,2026-04-01 01:59:19.049783,PostgreSQl Server,Completed,1,0,On Time,NY,Baldwin Bikes,NY,1,Local
