,store_name,city,state,product_name,brand_name,category_name,model_year,list_price,quantity,extraction_timestamp,data_source
156,Santa Cruz Bikes,Santa Cruz,CA,Trek Domane ALR 4 Disc Women's - 2018,Trek,Road Bikes,2018,1549.99,24,2026-04-01 21:38:58.421075,DataLake
157,Santa Cruz Bikes,Santa Cruz,CA,Trek Domane SL 5 Disc Women's - 2018,Trek,Road Bikes,2018,2499.99,12,2026-04-01 21:38:58.421075,DataLake
158,Santa Cruz Bikes,Santa Cruz,CA,Trek Domane SL 7 Women's - 2018,Trek,Road Bikes,2018,4999.99,25,2026-04-01 21:38:58.421075,DataLake
159,Santa Cruz Bikes,Santa Cruz,CA,Trek Domane SLR 6 Disc Women's - 2018,Trek,Road Bikes,2018,5499.99,13,2026-04-01 21:38:58.421075,DataLake
160,Santa Cruz Bikes,Santa Cruz,CA,Trek Domane SLR 9 Disc - 2018,Trek,Road Bikes,2018,11999.99,8,2026-04-01 21:38:58.421075,DataLake
161,Santa Cruz Bikes,Santa Cruz,CA,Trek Domane SL Frameset - 2018,Trek,Road Bikes,2018,6499.99,13,2026-04-01 21:38:58.421075,DataLake
162,Santa Cruz Bikes,Santa Cruz,CA,Trek Domane SL Frameset Women's - 2018,Trek,Road Bikes,2018,6499.99,25,2026-04-01 21:38:58.421075,DataLake
163,Santa Cruz Bikes,Santa Cruz,CA,Trek CrossRip 1 - 2018,Trek,Road Bikes,2018,959.99,11,2026-04-01 21:38:58.421075,DataLake
164,Santa Cruz Bikes,Santa Cruz,CA,Trek Emonda ALR 6 - 2018,Trek,Road Bikes,2018,2299.99,18,2026-04-01 21:38:58.421075,DataLake
165,Santa Cruz Bikes,Santa Cruz,CA,Trek Emonda SLR 6 - 2018,Trek,Road Bikes,2018,4499.99,0,2026-04-01 21:38:58.421075,DataLake
166,Santa Cruz Bikes,Santa Cruz,CA,Surly ECR - 2018,Surly,Road Bikes,2018,1899.0,17,2026-04-01 21:38:58.421075,DataLake
167,Santa Cruz Bikes,Santa Cruz,CA,Trek Emonda SL 6 Disc - 2018,Trek,Road Bikes,2018,2999.99,14,2026-04-01 21:38:58.421075,DataLake
168,Santa Cruz Bikes,Santa Cruz,CA,Surly Pack Rat - 2018,Surly,Road Bikes,2018,1349.0,0,2026-04-01 21:38:58.421075,DataLake
169,Santa Cruz Bikes,Santa Cruz,CA,Surly Straggler 650b - 2018,Surly,Road Bikes,2018,1549.0,15,2026-04-01 21:38:58.421075,DataLake
170,Santa Cruz Bikes,Santa Cruz,CA,Trek 1120 - 2018,Trek,Road Bikes,2018,2499.99,16,2026-04-01 21:38:58.421075,DataLake
171,Santa Cruz Bikes,Santa Cruz,CA,Trek Domane AL 2 Women's - 2018,Trek,Road Bikes,2018,749.99,23,2026-04-01 21:38:58.421075,DataLake
172,Santa Cruz Bikes,Santa Cruz,CA,Surly ECR Frameset - 2018,Surly,Road Bikes,2018,749.99,28,2026-04-01 21:38:58.421075,DataLake
173,Santa Cruz Bikes,Santa Cruz,CA,Surly Straggler - 2018,Surly,Road Bikes,2018,1549.0,0,2026-04-01 21:38:58.421075,DataLake
174,Santa Cruz Bikes,Santa Cruz,CA,Trek Emonda SLR 8 - 2018,Trek,Road Bikes,2018,6499.99,25,2026-04-01 21:38:58.421075,DataLake
175,Santa Cruz Bikes,Santa Cruz,CA,Trek CrossRip 2 - 2018,Trek,Road Bikes,2018,1299.99,14,2026-04-01 21:38:58.421075,DataLake
176,Santa Cruz Bikes,Santa Cruz,CA,Trek Domane SL 6 - 2018,Trek,Road Bikes,2018,3199.99,3,2026-04-01 21:38:58.421075,DataLake
177,Santa Cruz Bikes,Santa Cruz,CA,Trek Domane ALR Disc Frameset - 2018,Trek,Road Bikes,2018,3199.99,3,2026-04-01 21:38:58.421075,DataLake
178,Santa Cruz Bikes,Santa Cruz,CA,Trek Domane ALR Frameset - 2018,Trek,Road Bikes,2018,3199.99,2,2026-04-01 21:38:58.421075,DataLake
179,Santa Cruz Bikes,Santa Cruz,CA,Trek Domane SLR Disc Frameset - 2018,Trek,Road Bikes,2018,3199.99,26,2026-04-01 21:38:58.421075,DataLake
180,Santa Cruz Bikes,Santa Cruz,CA,Trek Domane SLR Frameset - 2018,Trek,Road Bikes,2018,3199.99,2,2026-04-01 21:38:58.421075,DataLake
181,Santa Cruz Bikes,Santa Cruz,CA,Trek Madone 9 Frameset - 2018,Trek,Road Bikes,2018,3199.99,11,2026-04-01 21:38:58.421075,DataLake
182,Santa Cruz Bikes,Santa Cruz,CA,Trek Domane SLR 6 Disc - 2018,Trek,Road Bikes,2018,5499.99,19,2026-04-01 21:38:58.421075,DataLake
183,Santa Cruz Bikes,Santa Cruz,CA,Trek Domane AL 2 - 2018,Trek,Road Bikes,2018,749.99,23,2026-04-01 21:38:58.421075,DataLake
184,Santa Cruz Bikes,Santa Cruz,CA,Trek Domane AL 3 - 2018,Trek,Road Bikes,2018,919.99,16,2026-04-01 21:38:58.421075,DataLake
185,Santa Cruz Bikes,Santa Cruz,CA,Trek Domane AL 3 Women's - 2018,Trek,Road Bikes,2018,919.99,5,2026-04-01 21:38:58.421075,DataLake
186,Santa Cruz Bikes,Santa Cruz,CA,Trek Domane SL 5 - 2018,Trek,Road Bikes,2018,2199.99,19,2026-04-01 21:38:58.421075,DataLake
187,Santa Cruz Bikes,Santa Cruz,CA,Trek Domane SL 5 Disc - 2018,Trek,Road Bikes,2018,2499.99,28,2026-04-01 21:38:58.421075,DataLake
188,Santa Cruz Bikes,Santa Cruz,CA,Trek Domane SL 5 Women's - 2018,Trek,Road Bikes,2018,2199.99,11,2026-04-01 21:38:58.421075,DataLake
189,Santa Cruz Bikes,Santa Cruz,CA,Trek Domane SL 6 Disc - 2018,Trek,Road Bikes,2018,3499.99,4,2026-04-01 21:38:58.421075,DataLake
190,Santa Cruz Bikes,Santa Cruz,CA,Trek Conduit+ - 2018,Trek,Electric Bikes,2018,2799.99,3,2026-04-01 21:38:58.421075,DataLake
191,Santa Cruz Bikes,Santa Cruz,CA,Trek CrossRip+ - 2018,Trek,Electric Bikes,2018,4499.99,1,2026-04-01 21:38:58.421075,DataLake
192,Santa Cruz Bikes,Santa Cruz,CA,Trek Neko+ - 2018,Trek,Electric Bikes,2018,2799.99,16,2026-04-01 21:38:58.421075,DataLake
193,Santa Cruz Bikes,Santa Cruz,CA,Trek XM700+ Lowstep - 2018,Trek,Electric Bikes,2018,3499.99,30,2026-04-01 21:38:58.421075,DataLake
194,Santa Cruz Bikes,Santa Cruz,CA,Trek XM700+ Lowstep - 2018,Trek,Electric Bikes,2018,3499.99,30,2026-04-01 21:38:58.421075,DataLake
195,Santa Cruz Bikes,Santa Cruz,CA,Trek Lift+ Lowstep - 2018,Trek,Electric Bikes,2018,2799.99,6,2026-04-01 21:38:58.421075,DataLake
196,Santa Cruz Bikes,Santa Cruz,CA,Trek Lift+ Lowstep - 2018,Trek,Electric Bikes,2018,2799.99,6,2026-04-01 21:38:58.421075,DataLake
197,Santa Cruz Bikes,Santa Cruz,CA,Trek Dual Sport+ - 2018,Trek,Electric Bikes,2018,2799.99,21,2026-04-01 21:38:58.421075,DataLake
198,Santa Cruz Bikes,Santa Cruz,CA,Trek Dual Sport+ - 2018,Trek,Electric Bikes,2018,2799.99,21,2026-04-01 21:38:58.421075,DataLake
199,Santa Cruz Bikes,Santa Cruz,CA,Electra Loft Go! 8i - 2018,Electra,Electric Bikes,2018,2799.99,21,2026-04-01 21:38:58.421075,DataLake
200,Santa Cruz Bikes,Santa Cruz,CA,Electra Townie Go! 8i - 2017/2018,Electra,Electric Bikes,2018,2599.99,20,2026-04-01 21:38:58.421075,DataLake
201,Santa Cruz Bikes,Santa Cruz,CA,Trek Lift+ - 2018,Trek,Electric Bikes,2018,2799.99,30,2026-04-01 21:38:58.421075,DataLake
202,Santa Cruz Bikes,Santa Cruz,CA,Trek XM700+ - 2018,Trek,Electric Bikes,2018,3499.99,24,2026-04-01 21:38:58.421075,DataLake
203,Santa Cruz Bikes,Santa Cruz,CA,Electra Townie Go! 8i Ladies' - 2018,Electra,Electric Bikes,2018,2599.99,1,2026-04-01 21:38:58.421075,DataLake
204,Santa Cruz Bikes,Santa Cruz,CA,Trek Verve+ - 2018,Trek,Electric Bikes,2018,2299.99,26,2026-04-01 21:38:58.421075,DataLake
205,Santa Cruz Bikes,Santa Cruz,CA,Trek Verve+ Lowstep - 2018,Trek,Electric Bikes,2018,2299.99,22,2026-04-01 21:38:58.421075,DataLake
206,Santa Cruz Bikes,Santa Cruz,CA,Electra Townie Commute Go! - 2018,Electra,Electric Bikes,2018,2999.99,1,2026-04-01 21:38:58.421075,DataLake
207,Santa Cruz Bikes,Santa Cruz,CA,Electra Townie Commute Go! Ladies' - 2018,Electra,Electric Bikes,2018,2999.99,2,2026-04-01 21:38:58.421075,DataLake
208,Santa Cruz Bikes,Santa Cruz,CA,Trek Powerfly 5 - 2018,Trek,Electric Bikes,2018,3499.99,27,2026-04-01 21:38:58.421075,DataLake
209,Santa Cruz Bikes,Santa Cruz,CA,Trek Powerfly 5 FS - 2018,Trek,Electric Bikes,2018,4499.99,16,2026-04-01 21:38:58.421075,DataLake
210,Santa Cruz Bikes,Santa Cruz,CA,Trek Powerfly 5 Women's - 2018,Trek,Electric Bikes,2018,3499.99,5,2026-04-01 21:38:58.421075,DataLake
211,Santa Cruz Bikes,Santa Cruz,CA,Trek Powerfly 7 FS - 2018,Trek,Electric Bikes,2018,4999.99,4,2026-04-01 21:38:58.421075,DataLake
212,Santa Cruz Bikes,Santa Cruz,CA,Trek Super Commuter+ 7 - 2018,Trek,Electric Bikes,2018,3599.99,23,2026-04-01 21:38:58.421075,DataLake
213,Santa Cruz Bikes,Santa Cruz,CA,Trek Super Commuter+ 8S - 2018,Trek,Electric Bikes,2018,4999.99,9,2026-04-01 21:38:58.421075,DataLake
214,Santa Cruz Bikes,Santa Cruz,CA,Trek Boone 5 Disc - 2018,Trek,Cyclocross Bicycles,2018,3299.99,10,2026-04-01 21:38:58.421075,DataLake
215,Santa Cruz Bikes,Santa Cruz,CA,Trek Boone 7 Disc - 2018,Trek,Cyclocross Bicycles,2018,3999.99,27,2026-04-01 21:38:58.421075,DataLake
216,Santa Cruz Bikes,Santa Cruz,CA,Trek Crockett 5 Disc - 2018,Trek,Cyclocross Bicycles,2018,1799.99,13,2026-04-01 21:38:58.421075,DataLake
217,Santa Cruz Bikes,Santa Cruz,CA,Trek Crockett 7 Disc - 2018,Trek,Cyclocross Bicycles,2018,2999.99,22,2026-04-01 21:38:58.421075,DataLake
218,Santa Cruz Bikes,Santa Cruz,CA,Surly Straggler - 2018,Surly,Cyclocross Bicycles,2018,1549.0,25,2026-04-01 21:38:58.421075,DataLake
219,Santa Cruz Bikes,Santa Cruz,CA,Surly Straggler 650b - 2018,Surly,Cyclocross Bicycles,2018,1549.0,13,2026-04-01 21:38:58.421075,DataLake
220,Santa Cruz Bikes,Santa Cruz,CA,Electra Townie Original 21D - 2018,Electra,Cruisers Bicycles,2018,559.99,17,2026-04-01 21:38:58.421075,DataLake
221,Santa Cruz Bikes,Santa Cruz,CA,Electra Cruiser 1 - 2016/2017/2018,Electra,Cruisers Bicycles,2018,269.99,14,2026-04-01 21:38:58.421075,DataLake
222,Santa Cruz Bikes,Santa Cruz,CA,Electra Tiger Shark 3i - 2018,Electra,Cruisers Bicycles,2018,899.99,4,2026-04-01 21:38:58.421075,DataLake
223,Santa Cruz Bikes,Santa Cruz,CA,Electra Queen of Hearts 3i - 2018,Electra,Cruisers Bicycles,2018,749.99,1,2026-04-01 21:38:58.421075,DataLake
224,Santa Cruz Bikes,Santa Cruz,CA,Electra Super Moto 8i - 2018,Electra,Cruisers Bicycles,2018,899.99,11,2026-04-01 21:38:58.421075,DataLake
225,Santa Cruz Bikes,Santa Cruz,CA,Electra Straight 8 3i - 2018,Electra,Cruisers Bicycles,2018,909.99,11,2026-04-01 21:38:58.421075,DataLake
226,Santa Cruz Bikes,Santa Cruz,CA,Electra Cruiser 7D - 2016/2017/2018,Electra,Cruisers Bicycles,2018,319.99,27,2026-04-01 21:38:58.421075,DataLake
227,Santa Cruz Bikes,Santa Cruz,CA,Electra Moto 3i - 2018,Electra,Cruisers Bicycles,2018,639.99,30,2026-04-01 21:38:58.421075,DataLake
228,Santa Cruz Bikes,Santa Cruz,CA,Electra Cruiser 1 Ladies' - 2018,Electra,Cruisers Bicycles,2018,269.99,4,2026-04-01 21:38:58.421075,DataLake
229,Santa Cruz Bikes,Santa Cruz,CA,Electra Cruiser 7D Ladies' - 2016/2018,Electra,Cruisers Bicycles,2018,319.99,7,2026-04-01 21:38:58.421075,DataLake
230,Santa Cruz Bikes,Santa Cruz,CA,Electra Cruiser 1 Tall - 2016/2018,Electra,Cruisers Bicycles,2018,269.99,12,2026-04-01 21:38:58.421075,DataLake
231,Santa Cruz Bikes,Santa Cruz,CA,Electra Cruiser Lux 3i - 2018,Electra,Cruisers Bicycles,2018,529.99,3,2026-04-01 21:38:58.421075,DataLake
232,Santa Cruz Bikes,Santa Cruz,CA,Electra Cruiser Lux 7D - 2018,Electra,Cruisers Bicycles,2018,479.99,16,2026-04-01 21:38:58.421075,DataLake
233,Santa Cruz Bikes,Santa Cruz,CA,Electra Delivery 3i - 2016/2017/2018,Electra,Cruisers Bicycles,2018,959.99,24,2026-04-01 21:38:58.421075,DataLake
234,Santa Cruz Bikes,Santa Cruz,CA,Electra Townie Original 21D EQ - 2017/2018,Electra,Cruisers Bicycles,2018,679.99,18,2026-04-01 21:38:58.421075,DataLake
235,Santa Cruz Bikes,Santa Cruz,CA,Electra Cruiser 7D (24-Inch) Ladies' - 2016/2018,Electra,Cruisers Bicycles,2018,319.99,19,2026-04-01 21:38:58.421075,DataLake
236,Santa Cruz Bikes,Santa Cruz,CA,Electra Cruiser 7D Tall - 2016/2018,Electra,Cruisers Bicycles,2018,319.99,22,2026-04-01 21:38:58.421075,DataLake
237,Santa Cruz Bikes,Santa Cruz,CA,Electra Cruiser Lux 1 - 2016/2018,Electra,Cruisers Bicycles,2018,429.99,27,2026-04-01 21:38:58.421075,DataLake
238,Santa Cruz Bikes,Santa Cruz,CA,Electra Cruiser Lux 1 Ladies' - 2018,Electra,Cruisers Bicycles,2018,429.99,7,2026-04-01 21:38:58.421075,DataLake
239,Santa Cruz Bikes,Santa Cruz,CA,Electra Cruiser Lux 3i Ladies' - 2018,Electra,Cruisers Bicycles,2018,529.99,25,2026-04-01 21:38:58.421075,DataLake
240,Santa Cruz Bikes,Santa Cruz,CA,Electra Cruiser Lux 7D Ladies' - 2018,Electra,Cruisers Bicycles,2018,479.99,5,2026-04-01 21:38:58.421075,DataLake
241,Santa Cruz Bikes,Santa Cruz,CA,Electra Cruiser Lux Fat Tire 7D - 2018,Electra,Cruisers Bicycles,2018,639.99,5,2026-04-01 21:38:58.421075,DataLake
242,Santa Cruz Bikes,Santa Cruz,CA,Electra Daydreamer 3i Ladies' - 2018,Electra,Cruisers Bicycles,2018,899.99,13,2026-04-01 21:38:58.421075,DataLake
243,Santa Cruz Bikes,Santa Cruz,CA,Electra Koa 3i Ladies' - 2018,Electra,Cruisers Bicycles,2018,899.99,7,2026-04-01 21:38:58.421075,DataLake
244,Santa Cruz Bikes,Santa Cruz,CA,Electra Morningstar 3i Ladies' - 2018,Electra,Cruisers Bicycles,2018,749.99,18,2026-04-01 21:38:58.421075,DataLake
245,Santa Cruz Bikes,Santa Cruz,CA,Electra Relic 3i - 2018,Electra,Cruisers Bicycles,2018,849.99,26,2026-04-01 21:38:58.421075,DataLake
246,Santa Cruz Bikes,Santa Cruz,CA,Electra Townie Balloon 8D EQ - 2016/2017/2018,Electra,Cruisers Bicycles,2018,749.99,20,2026-04-01 21:38:58.421075,DataLake
247,Santa Cruz Bikes,Santa Cruz,CA,Electra Townie Balloon 8D EQ Ladies' - 2016/2017/2018,Electra,Cruisers Bicycles,2018,749.99,28,2026-04-01 21:38:58.421075,DataLake
248,Santa Cruz Bikes,Santa Cruz,CA,Electra Townie Commute 27D Ladies - 2018,Electra,Cruisers Bicycles,2018,899.99,17,2026-04-01 21:38:58.421075,DataLake
249,Santa Cruz Bikes,Santa Cruz,CA,Electra Townie Commute 8D - 2018,Electra,Cruisers Bicycles,2018,749.99,17,2026-04-01 21:38:58.421075,DataLake
250,Santa Cruz Bikes,Santa Cruz,CA,Electra Townie Commute 8D Ladies' - 2018,Electra,Cruisers Bicycles,2018,699.99,10,2026-04-01 21:38:58.421075,DataLake
251,Santa Cruz Bikes,Santa Cruz,CA,Electra Townie Original 21D EQ Ladies' - 2018,Electra,Cruisers Bicycles,2018,679.99,11,2026-04-01 21:38:58.421075,DataLake
252,Santa Cruz Bikes,Santa Cruz,CA,Electra Townie Original 21D Ladies' - 2018,Electra,Cruisers Bicycles,2018,559.99,10,2026-04-01 21:38:58.421075,DataLake
253,Santa Cruz Bikes,Santa Cruz,CA,Electra Townie Original 3i EQ - 2017/2018,Electra,Cruisers Bicycles,2018,659.99,3,2026-04-01 21:38:58.421075,DataLake
254,Santa Cruz Bikes,Santa Cruz,CA,Electra Townie Original 3i EQ Ladies' - 2018,Electra,Cruisers Bicycles,2018,639.99,0,2026-04-01 21:38:58.421075,DataLake
255,Santa Cruz Bikes,Santa Cruz,CA,Electra Townie Original 7D EQ - 2018,Electra,Cruisers Bicycles,2018,599.99,15,2026-04-01 21:38:58.421075,DataLake
256,Santa Cruz Bikes,Santa Cruz,CA,Electra Townie Original 7D EQ Ladies' - 2017/2018,Electra,Cruisers Bicycles,2018,599.99,14,2026-04-01 21:38:58.421075,DataLake
257,Santa Cruz Bikes,Santa Cruz,CA,Electra White Water 3i - 2018,Electra,Cruisers Bicycles,2018,749.99,27,2026-04-01 21:38:58.421075,DataLake
258,Santa Cruz Bikes,Santa Cruz,CA,Electra Townie Go! 8i - 2017/2018,Electra,Cruisers Bicycles,2018,2599.99,3,2026-04-01 21:38:58.421075,DataLake
259,Santa Cruz Bikes,Santa Cruz,CA,Electra Townie Commute Go! - 2018,Electra,Cruisers Bicycles,2018,2999.99,2,2026-04-01 21:38:58.421075,DataLake
260,Santa Cruz Bikes,Santa Cruz,CA,Electra Townie Commute Go! Ladies' - 2018,Electra,Cruisers Bicycles,2018,2999.99,28,2026-04-01 21:38:58.421075,DataLake
261,Santa Cruz Bikes,Santa Cruz,CA,Electra Townie Go! 8i Ladies' - 2018,Electra,Cruisers Bicycles,2018,2599.99,16,2026-04-01 21:38:58.421075,DataLake
262,Santa Cruz Bikes,Santa Cruz,CA,Electra Townie Balloon 3i EQ - 2017/2018,Electra,Cruisers Bicycles,2018,749.99,24,2026-04-01 21:38:58.421075,DataLake
263,Santa Cruz Bikes,Santa Cruz,CA,Electra Townie Balloon 7i EQ Ladies' - 2017/2018,Electra,Cruisers Bicycles,2018,899.99,13,2026-04-01 21:38:58.421075,DataLake
264,Santa Cruz Bikes,Santa Cruz,CA,Electra Townie Commute 27D - 2018,Electra,Cruisers Bicycles,2018,899.99,20,2026-04-01 21:38:58.421075,DataLake
265,Santa Cruz Bikes,Santa Cruz,CA,Electra Amsterdam Fashion 3i Ladies' - 2017/2018,Electra,Cruisers Bicycles,2018,899.99,17,2026-04-01 21:38:58.421075,DataLake
266,Santa Cruz Bikes,Santa Cruz,CA,Electra Amsterdam Royal 8i - 2017/2018,Electra,Cruisers Bicycles,2018,1259.9,25,2026-04-01 21:38:58.421075,DataLake
267,Santa Cruz Bikes,Santa Cruz,CA,Electra Amsterdam Royal 8i Ladies - 2018,Electra,Cruisers Bicycles,2018,1199.99,10,2026-04-01 21:38:58.421075,DataLake
268,Santa Cruz Bikes,Santa Cruz,CA,Electra Townie Balloon 3i EQ Ladies' - 2018,Electra,Cruisers Bicycles,2018,799.99,20,2026-04-01 21:38:58.421075,DataLake
269,Santa Cruz Bikes,Santa Cruz,CA,Electra Townie Balloon 7i EQ - 2018,Electra,Cruisers Bicycles,2018,899.99,3,2026-04-01 21:38:58.421075,DataLake
270,Santa Cruz Bikes,Santa Cruz,CA,Trek MT 201 - 2018,Trek,Children Bicycles,2018,249.99,6,2026-04-01 21:38:58.421075,DataLake
271,Santa Cruz Bikes,Santa Cruz,CA,Strider Classic 12 Balance Bike - 2018,Strider,Children Bicycles,2018,89.99,21,2026-04-01 21:38:58.421075,DataLake
272,Santa Cruz Bikes,Santa Cruz,CA,Strider Sport 16 - 2018,Strider,Children Bicycles,2018,249.99,16,2026-04-01 21:38:58.421075,DataLake
273,Santa Cruz Bikes,Santa Cruz,CA,Strider Strider 20 Sport - 2018,Strider,Children Bicycles,2018,289.99,28,2026-04-01 21:38:58.421075,DataLake
274,Santa Cruz Bikes,Santa Cruz,CA,Trek Superfly 20 - 2018,Trek,Children Bicycles,2018,399.99,1,2026-04-01 21:38:58.421075,DataLake
275,Santa Cruz Bikes,Santa Cruz,CA,Trek Precaliber 12 Girl's - 2018,Trek,Children Bicycles,2018,199.99,27,2026-04-01 21:38:58.421075,DataLake
276,Santa Cruz Bikes,Santa Cruz,CA,Trek Kickster - 2018,Trek,Children Bicycles,2018,159.99,23,2026-04-01 21:38:58.421075,DataLake
277,Santa Cruz Bikes,Santa Cruz,CA,Trek Precaliber 12 Boy's - 2018,Trek,Children Bicycles,2018,199.99,22,2026-04-01 21:38:58.421075,DataLake
278,Santa Cruz Bikes,Santa Cruz,CA,Trek Precaliber 16 Boy's - 2018,Trek,Children Bicycles,2018,209.99,16,2026-04-01 21:38:58.421075,DataLake
279,Santa Cruz Bikes,Santa Cruz,CA,Trek Precaliber 16 Girl's - 2018,Trek,Children Bicycles,2018,209.99,6,2026-04-01 21:38:58.421075,DataLake
280,Santa Cruz Bikes,Santa Cruz,CA,Trek Precaliber 20 6-speed Boy's - 2018,Trek,Children Bicycles,2018,289.99,14,2026-04-01 21:38:58.421075,DataLake
281,Santa Cruz Bikes,Santa Cruz,CA,Trek Precaliber 20 6-speed Girl's - 2018,Trek,Children Bicycles,2018,289.99,20,2026-04-01 21:38:58.421075,DataLake
282,Santa Cruz Bikes,Santa Cruz,CA,Trek Precaliber 20 Boy's - 2018,Trek,Children Bicycles,2018,229.99,19,2026-04-01 21:38:58.421075,DataLake
283,Santa Cruz Bikes,Santa Cruz,CA,Trek Precaliber 20 Girl's - 2018,Trek,Children Bicycles,2018,229.99,28,2026-04-01 21:38:58.421075,DataLake
284,Santa Cruz Bikes,Santa Cruz,CA,Trek Precaliber 24 (7-Speed) - Boys - 2018,Trek,Children Bicycles,2018,319.99,7,2026-04-01 21:38:58.421075,DataLake
285,Santa Cruz Bikes,Santa Cruz,CA,Trek Precaliber 24 21-speed Boy's - 2018,Trek,Children Bicycles,2018,369.99,13,2026-04-01 21:38:58.421075,DataLake
286,Santa Cruz Bikes,Santa Cruz,CA,Trek Precaliber 24 21-speed Girl's - 2018,Trek,Children Bicycles,2018,369.99,17,2026-04-01 21:38:58.421075,DataLake
287,Santa Cruz Bikes,Santa Cruz,CA,Trek Precaliber 24 7-speed Girl's - 2018,Trek,Children Bicycles,2018,319.99,17,2026-04-01 21:38:58.421075,DataLake
288,Santa Cruz Bikes,Santa Cruz,CA,Trek Superfly 24 - 2017/2018,Trek,Children Bicycles,2018,489.99,23,2026-04-01 21:38:58.421075,DataLake
289,Santa Cruz Bikes,Santa Cruz,CA,Electra Cruiser 7D (24-Inch) Ladies' - 2016/2018,Electra,Children Bicycles,2018,319.99,11,2026-04-01 21:38:58.421075,DataLake
290,Santa Cruz Bikes,Santa Cruz,CA,Electra Cyclosaurus 1 (16-inch) - Boy's - 2018,Electra,Children Bicycles,2018,279.99,6,2026-04-01 21:38:58.421075,DataLake
291,Santa Cruz Bikes,Santa Cruz,CA,Electra Heartchya 1 (20-inch) - Girl's - 2018,Electra,Children Bicycles,2018,319.99,10,2026-04-01 21:38:58.421075,DataLake
292,Santa Cruz Bikes,Santa Cruz,CA,Electra Savannah 1 (20-inch) - Girl's - 2018,Electra,Children Bicycles,2018,319.99,27,2026-04-01 21:38:58.421075,DataLake
293,Santa Cruz Bikes,Santa Cruz,CA,Electra Soft Serve 1 (16-inch) - Girl's - 2018,Electra,Children Bicycles,2018,279.99,20,2026-04-01 21:38:58.421075,DataLake
294,Santa Cruz Bikes,Santa Cruz,CA,"Electra Starship 1 16"" - 2018",Electra,Children Bicycles,2018,279.99,28,2026-04-01 21:38:58.421075,DataLake
295,Santa Cruz Bikes,Santa Cruz,CA,Electra Straight 8 1 (16-inch) - Boy's - 2018,Electra,Children Bicycles,2018,279.99,2,2026-04-01 21:38:58.421075,DataLake
296,Santa Cruz Bikes,Santa Cruz,CA,Electra Straight 8 1 (20-inch) - Boy's - 2018,Electra,Children Bicycles,2018,389.99,9,2026-04-01 21:38:58.421075,DataLake
297,Santa Cruz Bikes,Santa Cruz,CA,"Electra Superbolt 1 20"" - 2018",Electra,Children Bicycles,2018,319.99,2,2026-04-01 21:38:58.421075,DataLake
298,Santa Cruz Bikes,Santa Cruz,CA,"Electra Superbolt 3i 20"" - 2018",Electra,Children Bicycles,2018,369.99,8,2026-04-01 21:38:58.421075,DataLake
299,Santa Cruz Bikes,Santa Cruz,CA,Electra Sweet Ride 1 (20-inch) - Girl's - 2018,Electra,Children Bicycles,2018,319.99,9,2026-04-01 21:38:58.421075,DataLake
300,Santa Cruz Bikes,Santa Cruz,CA,Electra Sweet Ride 1 (20-inch) - Girl's - 2018,Electra,Children Bicycles,2018,319.99,9,2026-04-01 21:38:58.421075,DataLake
301,Santa Cruz Bikes,Santa Cruz,CA,Electra Sweet Ride 3i (20-inch) - Girls' - 2018,Electra,Children Bicycles,2018,369.99,30,2026-04-01 21:38:58.421075,DataLake
302,Santa Cruz Bikes,Santa Cruz,CA,Electra Sweet Ride 3i (20-inch) - Girls' - 2018,Electra,Children Bicycles,2018,369.99,30,2026-04-01 21:38:58.421075,DataLake
303,Santa Cruz Bikes,Santa Cruz,CA,Electra Tiger Shark 1 (20-inch) - Boys' - 2018,Electra,Children Bicycles,2018,319.99,18,2026-04-01 21:38:58.421075,DataLake
304,Santa Cruz Bikes,Santa Cruz,CA,Electra Tiger Shark 1 (20-inch) - Boys' - 2018,Electra,Children Bicycles,2018,319.99,18,2026-04-01 21:38:58.421075,DataLake
305,Santa Cruz Bikes,Santa Cruz,CA,Electra Tiger Shark 3i (20-inch) - Boys' - 2018,Electra,Children Bicycles,2018,369.99,3,2026-04-01 21:38:58.421075,DataLake
306,Santa Cruz Bikes,Santa Cruz,CA,Electra Tiger Shark 3i (20-inch) - Boys' - 2018,Electra,Children Bicycles,2018,369.99,3,2026-04-01 21:38:58.421075,DataLake
307,Santa Cruz Bikes,Santa Cruz,CA,"Electra Treasure 1 20"" - 2018",Electra,Children Bicycles,2018,319.99,24,2026-04-01 21:38:58.421075,DataLake
308,Santa Cruz Bikes,Santa Cruz,CA,"Electra Treasure 3i 20"" - 2018",Electra,Children Bicycles,2018,369.99,9,2026-04-01 21:38:58.421075,DataLake
309,Santa Cruz Bikes,Santa Cruz,CA,"Electra Under-The-Sea 1 16"" - 2018",Electra,Children Bicycles,2018,279.99,22,2026-04-01 21:38:58.421075,DataLake
310,Santa Cruz Bikes,Santa Cruz,CA,Electra Water Lily 1 (16-inch) - Girl's - 2018,Electra,Children Bicycles,2018,279.99,26,2026-04-01 21:38:58.421075,DataLake
311,Santa Cruz Bikes,Santa Cruz,CA,Electra Townie Original 21D - 2018,Electra,Comfort Bicycles,2018,559.99,18,2026-04-01 21:38:58.421075,DataLake
312,Santa Cruz Bikes,Santa Cruz,CA,Electra Townie Balloon 3i EQ Ladies' - 2018,Electra,Comfort Bicycles,2018,799.99,7,2026-04-01 21:38:58.421075,DataLake
